"GO.ID" "Term" "Annotated" "Significant" "Expected" "weightFisher"
"2432" "GO:0010529" "negative regulation of transposition" 1 0 0.08 "1.00000"
"2433" "GO:0010555" "response to mannitol" 5 0 0.38 "1.00000"
"2434" "GO:0010562" "positive regulation of phosphorus metabo..." 8 0 0.6 "1.00000"
"2435" "GO:0010565" "regulation of cellular ketone metabolic ..." 43 0 3.24 "1.00000"
"2436" "GO:0010569" "regulation of double-strand break repair..." 4 0 0.3 "1.00000"
"2437" "GO:0010585" "glutamine secretion" 1 0 0.08 "1.00000"
"2438" "GO:0010586" "miRNA metabolic process" 5 0 0.38 "1.00000"
"2439" "GO:0010587" "miRNA catabolic process" 2 0 0.15 "1.00000"
"2440" "GO:0010588" "cotyledon vascular tissue pattern format..." 7 0 0.53 "1.00000"
"2441" "GO:0010589" "leaf proximal/distal pattern formation" 3 0 0.23 "1.00000"
"2442" "GO:0010600" "regulation of auxin biosynthetic process" 5 0 0.38 "1.00000"
"2443" "GO:0010601" "positive regulation of auxin biosyntheti..." 1 0 0.08 "1.00000"
"2444" "GO:0010603" "regulation of cytoplasmic mRNA processin..." 2 0 0.15 "1.00000"
"2445" "GO:0010606" "positive regulation of cytoplasmic mRNA ..." 1 0 0.08 "1.00000"
"2446" "GO:0010617" "circadian regulation of calcium ion osci..." 3 0 0.23 "1.00000"
"2447" "GO:0010618" "aerenchyma formation" 1 0 0.08 "1.00000"
"2448" "GO:0010638" "positive regulation of organelle organiz..." 35 0 2.64 "1.00000"
"2449" "GO:0010654" "apical cell fate commitment" 1 0 0.08 "1.00000"
"2450" "GO:0010676" "positive regulation of cellular carbohyd..." 1 0 0.08 "1.00000"
"2451" "GO:0010677" "negative regulation of cellular carbohyd..." 4 0 0.3 "1.00000"
"2452" "GO:0010726" "positive regulation of hydrogen peroxide..." 1 0 0.08 "1.00000"
"2453" "GO:0010728" "regulation of hydrogen peroxide biosynth..." 1 0 0.08 "1.00000"
"2454" "GO:0010729" "positive regulation of hydrogen peroxide..." 1 0 0.08 "1.00000"
"2455" "GO:0010731" "protein glutathionylation" 5 0 0.38 "1.00000"
"2456" "GO:0010767" "regulation of transcription from RNA pol..." 1 0 0.08 "1.00000"
"2457" "GO:0010777" "meiotic mismatch repair involved in reci..." 2 0 0.15 "1.00000"
"2458" "GO:0010792" "DNA double-strand break processing invol..." 1 0 0.08 "1.00000"
"2459" "GO:0010821" "regulation of mitochondrion organization" 4 0 0.3 "1.00000"
"2460" "GO:0010833" "telomere maintenance via telomere length..." 6 0 0.45 "1.00000"
"2461" "GO:0010845" "positive regulation of reciprocal meioti..." 1 0 0.08 "1.00000"
"2462" "GO:0010863" "positive regulation of phospholipase C a..." 1 0 0.08 "1.00000"
"2463" "GO:0010865" "stipule development" 1 0 0.08 "1.00000"
"2464" "GO:0010866" "regulation of triglyceride biosynthetic ..." 1 0 0.08 "1.00000"
"2465" "GO:0010894" "negative regulation of steroid biosynthe..." 1 0 0.08 "1.00000"
"2466" "GO:0010896" "regulation of triglyceride catabolic pro..." 2 0 0.15 "1.00000"
"2467" "GO:0010906" "regulation of glucose metabolic process" 2 0 0.15 "1.00000"
"2468" "GO:0010919" "regulation of inositol phosphate biosynt..." 1 0 0.08 "1.00000"
"2469" "GO:0010921" "regulation of phosphatase activity" 10 0 0.75 "1.00000"
"2470" "GO:0010922" "positive regulation of phosphatase activ..." 1 0 0.08 "1.00000"
"2471" "GO:0010923" "negative regulation of phosphatase activ..." 8 0 0.6 "1.00000"
"2472" "GO:0010928" "regulation of auxin mediated signaling p..." 21 0 1.58 "1.00000"
"2473" "GO:0010929" "positive regulation of auxin mediated si..." 4 0 0.3 "1.00000"
"2474" "GO:0010930" "negative regulation of auxin mediated si..." 1 0 0.08 "1.00000"
"2475" "GO:0010942" "positive regulation of cell death" 8 0 0.6 "1.00000"
"2476" "GO:0010950" "positive regulation of endopeptidase act..." 1 0 0.08 "1.00000"
"2477" "GO:0010951" "negative regulation of endopeptidase act..." 1 0 0.08 "1.00000"
"2478" "GO:0010952" "positive regulation of peptidase activit..." 1 0 0.08 "1.00000"
"2479" "GO:0010959" "regulation of metal ion transport" 7 0 0.53 "1.00000"
"2480" "GO:0010966" "regulation of phosphate transport" 2 0 0.15 "1.00000"
"2481" "GO:0010971" "positive regulation of G2/M transition o..." 3 0 0.23 "1.00000"
"2482" "GO:0010972" "negative regulation of G2/M transition o..." 5 0 0.38 "1.00000"
"2483" "GO:0010981" "regulation of cell wall macromolecule me..." 3 0 0.23 "1.00000"
"2484" "GO:0010998" "regulation of translational initiation b..." 1 0 0.08 "1.00000"
"2485" "GO:0012502" "induction of programmed cell death" 1 0 0.08 "1.00000"
"2486" "GO:0014074" "response to purine-containing compound" 2 0 0.15 "1.00000"
"2487" "GO:0015012" "heparan sulfate proteoglycan biosyntheti..." 1 0 0.08 "1.00000"
"2488" "GO:0015015" "heparan sulfate proteoglycan biosyntheti..." 1 0 0.08 "1.00000"
"2489" "GO:0015074" "DNA integration" 4 0 0.3 "1.00000"
"2490" "GO:0015669" "gas transport" 1 0 0.08 "1.00000"
"2491" "GO:0015671" "oxygen transport" 1 0 0.08 "1.00000"
"2492" "GO:0015675" "nickel cation transport" 1 0 0.08 "1.00000"
"2493" "GO:0015680" "protein maturation by copper ion transfe..." 1 0 0.08 "1.00000"
"2494" "GO:0015689" "molybdate ion transport" 2 0 0.15 "1.00000"
"2495" "GO:0015693" "magnesium ion transport" 1 0 0.08 "1.00000"
"2496" "GO:0015695" "organic cation transport" 4 0 0.3 "1.00000"
"2497" "GO:0015696" "ammonium transport" 3 0 0.23 "1.00000"
"2498" "GO:0015697" "quaternary ammonium group transport" 2 0 0.15 "1.00000"
"2499" "GO:0015700" "arsenite transport" 1 0 0.08 "1.00000"
"2500" "GO:0015706" "nitrate transport" 3 0 0.23 "1.00000"
"2501" "GO:0015709" "thiosulfate transport" 2 0 0.15 "1.00000"
"2502" "GO:0015712" "hexose phosphate transport" 2 0 0.15 "1.00000"
"2503" "GO:0015714" "phosphoenolpyruvate transport" 4 0 0.3 "1.00000"
"2504" "GO:0015720" "allantoin transport" 2 0 0.15 "1.00000"
"2505" "GO:0015729" "oxaloacetate transport" 3 0 0.23 "1.00000"
"2506" "GO:0015742" "alpha-ketoglutarate transport" 2 0 0.15 "1.00000"
"2507" "GO:0015744" "succinate transport" 2 0 0.15 "1.00000"
"2508" "GO:0015746" "citrate transport" 2 0 0.15 "1.00000"
"2509" "GO:0015749" "monosaccharide transmembrane transport" 7 0 0.53 "1.00000"
"2510" "GO:0015750" "pentose transmembrane transport" 2 0 0.15 "1.00000"
"2511" "GO:0015751" "arabinose transmembrane transport" 1 0 0.08 "1.00000"
"2512" "GO:0015752" "D-ribose transmembrane transport" 1 0 0.08 "1.00000"
"2513" "GO:0015753" "D-xylose transmembrane transport" 1 0 0.08 "1.00000"
"2514" "GO:0015757" "galactose transmembrane transport" 2 0 0.15 "1.00000"
"2515" "GO:0015760" "glucose-6-phosphate transport" 2 0 0.15 "1.00000"
"2516" "GO:0015761" "mannose transmembrane transport" 1 0 0.08 "1.00000"
"2517" "GO:0015768" "maltose transport" 1 0 0.08 "1.00000"
"2518" "GO:0015780" "nucleotide-sugar transmembrane transport" 9 0 0.68 "1.00000"
"2519" "GO:0015783" "GDP-fucose transmembrane transport" 1 0 0.08 "1.00000"
"2520" "GO:0015786" "UDP-glucose transmembrane transport" 3 0 0.23 "1.00000"
"2521" "GO:0015790" "UDP-xylose transmembrane transport" 2 0 0.15 "1.00000"
"2522" "GO:0015791" "polyol transport" 5 0 0.38 "1.00000"
"2523" "GO:0015793" "glycerol transport" 1 0 0.08 "1.00000"
"2524" "GO:0015795" "sorbitol transport" 1 0 0.08 "1.00000"
"2525" "GO:0015797" "mannitol transport" 1 0 0.08 "1.00000"
"2526" "GO:0015798" "myo-inositol transport" 5 0 0.38 "1.00000"
"2527" "GO:0015800" "acidic amino acid transport" 3 0 0.23 "1.00000"
"2528" "GO:0015801" "aromatic amino acid transport" 2 0 0.15 "1.00000"
"2529" "GO:0015802" "basic amino acid transport" 4 0 0.3 "1.00000"
"2530" "GO:0015805" "S-adenosyl-L-methionine transport" 2 0 0.15 "1.00000"
"2531" "GO:0015807" "L-amino acid transport" 2 0 0.15 "1.00000"
"2532" "GO:0015808" "L-alanine transport" 1 0 0.08 "1.00000"
"2533" "GO:0015809" "arginine transport" 3 0 0.23 "1.00000"
"2534" "GO:0015810" "aspartate transmembrane transport" 1 0 0.08 "1.00000"
"2535" "GO:0015812" "gamma-aminobutyric acid transport" 2 0 0.15 "1.00000"
"2536" "GO:0015813" "L-glutamate transmembrane transport" 1 0 0.08 "1.00000"
"2537" "GO:0015822" "ornithine transport" 1 0 0.08 "1.00000"
"2538" "GO:0015827" "tryptophan transport" 1 0 0.08 "1.00000"
"2539" "GO:0015837" "amine transport" 4 0 0.3 "1.00000"
"2540" "GO:0015853" "adenine transport" 3 0 0.23 "1.00000"
"2541" "GO:0015854" "guanine transport" 3 0 0.23 "1.00000"
"2542" "GO:0015855" "pyrimidine nucleobase transport" 3 0 0.23 "1.00000"
"2543" "GO:0015857" "uracil transport" 3 0 0.23 "1.00000"
"2544" "GO:0015865" "purine nucleotide transport" 7 0 0.53 "1.00000"
"2545" "GO:0015866" "ADP transport" 2 0 0.15 "1.00000"
"2546" "GO:0015867" "ATP transport" 3 0 0.23 "1.00000"
"2547" "GO:0015868" "purine ribonucleotide transport" 6 0 0.45 "1.00000"
"2548" "GO:0015871" "choline transport" 1 0 0.08 "1.00000"
"2549" "GO:0015880" "coenzyme A transport" 2 0 0.15 "1.00000"
"2550" "GO:0015884" "folic acid transport" 1 0 0.08 "1.00000"
"2551" "GO:0015886" "heme transport" 1 0 0.08 "1.00000"
"2552" "GO:0015919" "peroxisomal membrane transport" 11 0 0.83 "1.00000"
"2553" "GO:0015936" "coenzyme A metabolic process" 5 0 0.38 "1.00000"
"2554" "GO:0015937" "coenzyme A biosynthetic process" 5 0 0.38 "1.00000"
"2555" "GO:0015939" "pantothenate metabolic process" 1 0 0.08 "1.00000"
"2556" "GO:0015940" "pantothenate biosynthetic process" 1 0 0.08 "1.00000"
"2557" "GO:0015969" "guanosine tetraphosphate metabolic proce..." 1 0 0.08 "1.00000"
"2558" "GO:0015976" "carbon utilization" 3 0 0.23 "1.00000"
"2559" "GO:0015980" "energy derivation by oxidation of organi..." 27 0 2.04 "1.00000"
"2560" "GO:0015988" "energy coupled proton transmembrane tran..." 2 0 0.15 "1.00000"
"2561" "GO:0015990" "electron transport coupled proton transp..." 2 0 0.15 "1.00000"
"2562" "GO:0015996" "chlorophyll catabolic process" 13 0 0.98 "1.00000"
"2563" "GO:0016024" "CDP-diacylglycerol biosynthetic process" 10 0 0.75 "1.00000"
"2564" "GO:0016032" "viral process" 30 0 2.26 "1.00000"
"2565" "GO:0016045" "detection of bacterium" 3 0 0.23 "1.00000"
"2566" "GO:0016054" "organic acid catabolic process" 39 0 2.94 "1.00000"
"2567" "GO:0016072" "rRNA metabolic process" 63 0 4.75 "1.00000"
"2568" "GO:0016073" "snRNA metabolic process" 6 0 0.45 "1.00000"
"2569" "GO:0016074" "snoRNA metabolic process" 3 0 0.23 "1.00000"
"2570" "GO:0016075" "rRNA catabolic process" 6 0 0.45 "1.00000"
"2571" "GO:0016078" "tRNA catabolic process" 1 0 0.08 "1.00000"
"2572" "GO:0016103" "diterpenoid catabolic process" 1 0 0.08 "1.00000"
"2573" "GO:0016104" "triterpenoid biosynthetic process" 1 0 0.08 "1.00000"
"2574" "GO:0016109" "tetraterpenoid biosynthetic process" 5 0 0.38 "1.00000"
"2575" "GO:0016110" "tetraterpenoid catabolic process" 1 0 0.08 "1.00000"
"2576" "GO:0016115" "terpenoid catabolic process" 2 0 0.15 "1.00000"
"2577" "GO:0016117" "carotenoid biosynthetic process" 5 0 0.38 "1.00000"
"2578" "GO:0016118" "carotenoid catabolic process" 1 0 0.08 "1.00000"
"2579" "GO:0016119" "carotene metabolic process" 7 0 0.53 "1.00000"
"2580" "GO:0016120" "carotene biosynthetic process" 2 0 0.15 "1.00000"
"2581" "GO:0016121" "carotene catabolic process" 5 0 0.38 "1.00000"
"2582" "GO:0016123" "xanthophyll biosynthetic process" 1 0 0.08 "1.00000"
"2583" "GO:0016124" "xanthophyll catabolic process" 1 0 0.08 "1.00000"
"2584" "GO:0016127" "sterol catabolic process" 1 0 0.08 "1.00000"
"2585" "GO:0016180" "snRNA processing" 3 0 0.23 "1.00000"
"2586" "GO:0016197" "endosomal transport" 15 0 1.13 "1.00000"
"2587" "GO:0016226" "iron-sulfur cluster assembly" 13 0 0.98 "1.00000"
"2588" "GO:0016233" "telomere capping" 3 0 0.23 "1.00000"
"2589" "GO:0016236" "macroautophagy" 14 0 1.06 "1.00000"
"2590" "GO:0016237" "lysosomal microautophagy" 3 0 0.23 "1.00000"
"2591" "GO:0016239" "positive regulation of macroautophagy" 1 0 0.08 "1.00000"
"2592" "GO:0016241" "regulation of macroautophagy" 3 0 0.23 "1.00000"
"2593" "GO:0016242" "negative regulation of macroautophagy" 1 0 0.08 "1.00000"
"2594" "GO:0016320" "endoplasmic reticulum membrane fusion" 1 0 0.08 "1.00000"
"2595" "GO:0016444" "somatic cell DNA recombination" 4 0 0.3 "1.00000"
"2596" "GO:0016477" "cell migration" 1 0 0.08 "1.00000"
"2597" "GO:0016482" "cytosolic transport" 7 0 0.53 "1.00000"
"2598" "GO:0016540" "protein autoprocessing" 2 0 0.15 "1.00000"
"2599" "GO:0016553" "base conversion or substitution editing" 8 0 0.6 "1.00000"
"2600" "GO:0016554" "cytidine to uridine editing" 7 0 0.53 "1.00000"
"2601" "GO:0016556" "mRNA modification" 10 0 0.75 "1.00000"
"2602" "GO:0016558" "protein import into peroxisome matrix" 10 0 0.75 "1.00000"
"2603" "GO:0016559" "peroxisome fission" 5 0 0.38 "1.00000"
"2604" "GO:0016560" "protein import into peroxisome matrix, d..." 3 0 0.23 "1.00000"
"2605" "GO:0016572" "histone phosphorylation" 2 0 0.15 "1.00000"
"2606" "GO:0016573" "histone acetylation" 23 0 1.73 "1.00000"
"2607" "GO:0016574" "histone ubiquitination" 2 0 0.15 "1.00000"
"2608" "GO:0016575" "histone deacetylation" 20 0 1.51 "1.00000"
"2609" "GO:0016577" "histone demethylation" 4 0 0.3 "1.00000"
"2610" "GO:0016584" "nucleosome positioning" 1 0 0.08 "1.00000"
"2611" "GO:0016598" "protein arginylation" 1 0 0.08 "1.00000"
"2612" "GO:0016925" "protein sumoylation" 6 0 0.45 "1.00000"
"2613" "GO:0016926" "protein desumoylation" 3 0 0.23 "1.00000"
"2614" "GO:0016973" "poly(A)+ mRNA export from nucleus" 5 0 0.38 "1.00000"
"2615" "GO:0016998" "cell wall macromolecule catabolic proces..." 2 0 0.15 "1.00000"
"2616" "GO:0017000" "antibiotic biosynthetic process" 14 0 1.06 "1.00000"
"2617" "GO:0017004" "cytochrome complex assembly" 10 0 0.75 "1.00000"
"2618" "GO:0017006" "protein-tetrapyrrole linkage" 5 0 0.38 "1.00000"
"2619" "GO:0017007" "protein-bilin linkage" 2 0 0.15 "1.00000"
"2620" "GO:0017009" "protein-phycocyanobilin linkage" 1 0 0.08 "1.00000"
"2621" "GO:0017012" "protein-phytochromobilin linkage" 1 0 0.08 "1.00000"
"2622" "GO:0017085" "response to insecticide" 1 0 0.08 "1.00000"
"2623" "GO:0017145" "stem cell division" 3 0 0.23 "1.00000"
"2624" "GO:0017157" "regulation of exocytosis" 1 0 0.08 "1.00000"
"2625" "GO:0017196" "N-terminal peptidyl-methionine acetylati..." 4 0 0.3 "1.00000"
"2626" "GO:0017198" "N-terminal peptidyl-serine acetylation" 1 0 0.08 "1.00000"
"2627" "GO:0018002" "N-terminal peptidyl-glutamic acid acetyl..." 1 0 0.08 "1.00000"
"2628" "GO:0018008" "N-terminal peptidyl-glycine N-myristoyla..." 1 0 0.08 "1.00000"
"2629" "GO:0018023" "peptidyl-lysine trimethylation" 4 0 0.3 "1.00000"
"2630" "GO:0018026" "peptidyl-lysine monomethylation" 1 0 0.08 "1.00000"
"2631" "GO:0018027" "peptidyl-lysine dimethylation" 5 0 0.38 "1.00000"
"2632" "GO:0018065" "protein-cofactor linkage" 2 0 0.15 "1.00000"
"2633" "GO:0018105" "peptidyl-serine phosphorylation" 22 0 1.66 "1.00000"
"2634" "GO:0018107" "peptidyl-threonine phosphorylation" 1 0 0.08 "1.00000"
"2635" "GO:0018126" "protein hydroxylation" 7 0 0.53 "1.00000"
"2636" "GO:0018158" "protein oxidation" 1 0 0.08 "1.00000"
"2637" "GO:0018171" "peptidyl-cysteine oxidation" 1 0 0.08 "1.00000"
"2638" "GO:0018192" "enzyme active site formation via cystein..." 1 0 0.08 "1.00000"
"2639" "GO:0018196" "peptidyl-asparagine modification" 4 0 0.3 "1.00000"
"2640" "GO:0018198" "peptidyl-cysteine modification" 2 0 0.15 "1.00000"
"2641" "GO:0018200" "peptidyl-glutamic acid modification" 1 0 0.08 "1.00000"
"2642" "GO:0018201" "peptidyl-glycine modification" 1 0 0.08 "1.00000"
"2643" "GO:0018206" "peptidyl-methionine modification" 4 0 0.3 "1.00000"
"2644" "GO:0018208" "peptidyl-proline modification" 21 0 1.58 "1.00000"
"2645" "GO:0018209" "peptidyl-serine modification" 23 0 1.73 "1.00000"
"2646" "GO:0018210" "peptidyl-threonine modification" 1 0 0.08 "1.00000"
"2647" "GO:0018279" "protein N-linked glycosylation via aspar..." 4 0 0.3 "1.00000"
"2648" "GO:0018307" "enzyme active site formation" 1 0 0.08 "1.00000"
"2649" "GO:0018315" "molybdenum incorporation into molybdenum..." 1 0 0.08 "1.00000"
"2650" "GO:0018342" "protein prenylation" 2 0 0.15 "1.00000"
"2651" "GO:0018344" "protein geranylgeranylation" 1 0 0.08 "1.00000"
"2652" "GO:0018345" "protein palmitoylation" 1 0 0.08 "1.00000"
"2653" "GO:0018377" "protein myristoylation" 2 0 0.15 "1.00000"
"2654" "GO:0018393" "internal peptidyl-lysine acetylation" 23 0 1.73 "1.00000"
"2655" "GO:0018394" "peptidyl-lysine acetylation" 23 0 1.73 "1.00000"
"2656" "GO:0018401" "peptidyl-proline hydroxylation to 4-hydr..." 6 0 0.45 "1.00000"
"2657" "GO:0018410" "C-terminal protein amino acid modificati..." 3 0 0.23 "1.00000"
"2658" "GO:0018904" "ether metabolic process" 3 0 0.23 "1.00000"
"2659" "GO:0018958" "phenol-containing compound metabolic pro..." 26 0 1.96 "1.00000"
"2660" "GO:0019048" "modulation by virus of host morphology o..." 4 0 0.3 "1.00000"
"2661" "GO:0019058" "viral life cycle" 4 0 0.3 "1.00000"
"2662" "GO:0019079" "viral genome replication" 3 0 0.23 "1.00000"
"2663" "GO:0019184" "nonribosomal peptide biosynthetic proces..." 1 0 0.08 "1.00000"
"2664" "GO:0019216" "regulation of lipid metabolic process" 30 0 2.26 "1.00000"
"2665" "GO:0019217" "regulation of fatty acid metabolic proce..." 9 0 0.68 "1.00000"
"2666" "GO:0019218" "regulation of steroid metabolic process" 1 0 0.08 "1.00000"
"2667" "GO:0019236" "response to pheromone" 1 0 0.08 "1.00000"
"2668" "GO:0019240" "citrulline biosynthetic process" 1 0 0.08 "1.00000"
"2669" "GO:0019249" "lactate biosynthetic process" 2 0 0.15 "1.00000"
"2670" "GO:0019253" "reductive pentose-phosphate cycle" 3 0 0.23 "1.00000"
"2671" "GO:0019287" "isopentenyl diphosphate biosynthetic pro..." 2 0 0.15 "1.00000"
"2672" "GO:0019305" "dTDP-rhamnose biosynthetic process" 1 0 0.08 "1.00000"
"2673" "GO:0019310" "inositol catabolic process" 3 0 0.23 "1.00000"
"2674" "GO:0019317" "fucose catabolic process" 1 0 0.08 "1.00000"
"2675" "GO:0019318" "hexose metabolic process" 27 0 2.04 "1.00000"
"2676" "GO:0019319" "hexose biosynthetic process" 4 0 0.3 "1.00000"
"2677" "GO:0019320" "hexose catabolic process" 2 0 0.15 "1.00000"
"2678" "GO:0019321" "pentose metabolic process" 9 0 0.68 "1.00000"
"2679" "GO:0019322" "pentose biosynthetic process" 1 0 0.08 "1.00000"
"2680" "GO:0019323" "pentose catabolic process" 2 0 0.15 "1.00000"
"2681" "GO:0019336" "phenol-containing compound catabolic pro..." 5 0 0.38 "1.00000"
"2682" "GO:0019343" "cysteine biosynthetic process via cystat..." 1 0 0.08 "1.00000"
"2683" "GO:0019344" "cysteine biosynthetic process" 6 0 0.45 "1.00000"
"2684" "GO:0019346" "transsulfuration" 4 0 0.3 "1.00000"
"2685" "GO:0019354" "siroheme biosynthetic process" 2 0 0.15 "1.00000"
"2686" "GO:0019370" "leukotriene biosynthetic process" 1 0 0.08 "1.00000"
"2687" "GO:0019374" "galactolipid metabolic process" 5 0 0.38 "1.00000"
"2688" "GO:0019375" "galactolipid biosynthetic process" 3 0 0.23 "1.00000"
"2689" "GO:0019395" "fatty acid oxidation" 21 0 1.58 "1.00000"
"2690" "GO:0019401" "alditol biosynthetic process" 1 0 0.08 "1.00000"
"2691" "GO:0019419" "sulfate reduction" 1 0 0.08 "1.00000"
"2692" "GO:0019427" "acetyl-CoA biosynthetic process from ace..." 1 0 0.08 "1.00000"
"2693" "GO:0019428" "allantoin biosynthetic process" 1 0 0.08 "1.00000"
"2694" "GO:0019430" "removal of superoxide radicals" 3 0 0.23 "1.00000"
"2695" "GO:0019433" "triglyceride catabolic process" 3 0 0.23 "1.00000"
"2696" "GO:0019458" "methionine catabolic process via 2-oxobu..." 1 0 0.08 "1.00000"
"2697" "GO:0019471" "4-hydroxyproline metabolic process" 6 0 0.45 "1.00000"
"2698" "GO:0019478" "D-amino acid catabolic process" 1 0 0.08 "1.00000"
"2699" "GO:0019511" "peptidyl-proline hydroxylation" 7 0 0.53 "1.00000"
"2700" "GO:0019566" "arabinose metabolic process" 2 0 0.15 "1.00000"
"2701" "GO:0019567" "arabinose biosynthetic process" 1 0 0.08 "1.00000"
"2702" "GO:0019586" "galacturonate metabolic process" 3 0 0.23 "1.00000"
"2703" "GO:0019628" "urate catabolic process" 1 0 0.08 "1.00000"
"2704" "GO:0019646" "aerobic electron transport chain" 3 0 0.23 "1.00000"
"2705" "GO:0019673" "GDP-mannose metabolic process" 5 0 0.38 "1.00000"
"2706" "GO:0019676" "ammonia assimilation cycle" 1 0 0.08 "1.00000"
"2707" "GO:0019685" "photosynthesis, dark reaction" 3 0 0.23 "1.00000"
"2708" "GO:0019692" "deoxyribose phosphate metabolic process" 1 0 0.08 "1.00000"
"2709" "GO:0019695" "choline metabolic process" 1 0 0.08 "1.00000"
"2710" "GO:0019720" "Mo-molybdopterin cofactor metabolic proc..." 4 0 0.3 "1.00000"
"2711" "GO:0019722" "calcium-mediated signaling" 7 0 0.53 "1.00000"
"2712" "GO:0019740" "nitrogen utilization" 3 0 0.23 "1.00000"
"2713" "GO:0019742" "pentacyclic triterpenoid metabolic proce..." 1 0 0.08 "1.00000"
"2714" "GO:0019745" "pentacyclic triterpenoid biosynthetic pr..." 1 0 0.08 "1.00000"
"2715" "GO:0019747" "regulation of isoprenoid metabolic proce..." 13 0 0.98 "1.00000"
"2716" "GO:0019835" "cytolysis" 1 0 0.08 "1.00000"
"2717" "GO:0019852" "L-ascorbic acid metabolic process" 10 0 0.75 "1.00000"
"2718" "GO:0019853" "L-ascorbic acid biosynthetic process" 10 0 0.75 "1.00000"
"2719" "GO:0019856" "pyrimidine nucleobase biosynthetic proce..." 7 0 0.53 "1.00000"
"2720" "GO:0019860" "uracil metabolic process" 1 0 0.08 "1.00000"
"2721" "GO:0019877" "diaminopimelate biosynthetic process" 2 0 0.15 "1.00000"
"2722" "GO:0019915" "lipid storage" 5 0 0.38 "1.00000"
"2723" "GO:0019985" "translesion synthesis" 6 0 0.45 "1.00000"
"2724" "GO:0022406" "membrane docking" 17 0 1.28 "1.00000"
"2725" "GO:0022411" "cellular component disassembly" 31 0 2.34 "1.00000"
"2726" "GO:0022417" "protein maturation by protein folding" 1 0 0.08 "1.00000"
"2727" "GO:0022610" "biological adhesion" 5 0 0.38 "1.00000"
"2728" "GO:0022616" "DNA strand elongation" 5 0 0.38 "1.00000"
"2729" "GO:0022619" "generative cell differentiation" 1 0 0.08 "1.00000"
"2730" "GO:0022904" "respiratory electron transport chain" 9 0 0.68 "1.00000"
"2731" "GO:0023014" "signal transduction by protein phosphory..." 12 0 0.91 "1.00000"
"2732" "GO:0030002" "cellular anion homeostasis" 2 0 0.15 "1.00000"
"2733" "GO:0030010" "establishment of cell polarity" 4 0 0.3 "1.00000"
"2734" "GO:0030026" "cellular manganese ion homeostasis" 2 0 0.15 "1.00000"
"2735" "GO:0030029" "actin filament-based process" 32 0 2.41 "1.00000"
"2736" "GO:0030030" "cell projection organization" 3 0 0.23 "1.00000"
"2737" "GO:0030031" "cell projection assembly" 3 0 0.23 "1.00000"
"2738" "GO:0030036" "actin cytoskeleton organization" 27 0 2.04 "1.00000"
"2739" "GO:0030041" "actin filament polymerization" 15 0 1.13 "1.00000"
"2740" "GO:0030042" "actin filament depolymerization" 7 0 0.53 "1.00000"
"2741" "GO:0030048" "actin filament-based movement" 2 0 0.15 "1.00000"
"2742" "GO:0030091" "protein repair" 10 0 0.75 "1.00000"
"2743" "GO:0030100" "regulation of endocytosis" 3 0 0.23 "1.00000"
"2744" "GO:0030148" "sphingolipid biosynthetic process" 9 0 0.68 "1.00000"
"2745" "GO:0030150" "protein import into mitochondrial matrix" 2 0 0.15 "1.00000"
"2746" "GO:0030166" "proteoglycan biosynthetic process" 1 0 0.08 "1.00000"
"2747" "GO:0030174" "regulation of DNA-dependent DNA replicat..." 2 0 0.15 "1.00000"
"2748" "GO:0030186" "melatonin metabolic process" 1 0 0.08 "1.00000"
"2749" "GO:0030187" "melatonin biosynthetic process" 1 0 0.08 "1.00000"
"2750" "GO:0030198" "extracellular matrix organization" 12 0 0.91 "1.00000"
"2751" "GO:0030201" "heparan sulfate proteoglycan metabolic p..." 1 0 0.08 "1.00000"
"2752" "GO:0030242" "autophagy of peroxisome" 3 0 0.23 "1.00000"
"2753" "GO:0030258" "lipid modification" 49 0 3.7 "1.00000"
"2754" "GO:0030261" "chromosome condensation" 1 0 0.08 "1.00000"
"2755" "GO:0030307" "positive regulation of cell growth" 7 0 0.53 "1.00000"
"2756" "GO:0030308" "negative regulation of cell growth" 3 0 0.23 "1.00000"
"2757" "GO:0030320" "cellular monovalent inorganic anion home..." 2 0 0.15 "1.00000"
"2758" "GO:0030322" "stabilization of membrane potential" 1 0 0.08 "1.00000"
"2759" "GO:0030433" "ubiquitin-dependent ERAD pathway" 13 0 0.98 "1.00000"
"2760" "GO:0030488" "tRNA methylation" 5 0 0.38 "1.00000"
"2761" "GO:0030490" "maturation of SSU-rRNA" 4 0 0.3 "1.00000"
"2762" "GO:0030497" "fatty acid elongation" 1 0 0.08 "1.00000"
"2763" "GO:0030574" "collagen catabolic process" 3 0 0.23 "1.00000"
"2764" "GO:0030581" "symbiont intracellular protein transport..." 1 0 0.08 "1.00000"
"2765" "GO:0030638" "polyketide metabolic process" 2 0 0.15 "1.00000"
"2766" "GO:0030639" "polyketide biosynthetic process" 2 0 0.15 "1.00000"
"2767" "GO:0030641" "regulation of cellular pH" 6 0 0.45 "1.00000"
"2768" "GO:0030643" "cellular phosphate ion homeostasis" 1 0 0.08 "1.00000"
"2769" "GO:0030644" "cellular chloride ion homeostasis" 1 0 0.08 "1.00000"
"2770" "GO:0030656" "regulation of vitamin metabolic process" 2 0 0.15 "1.00000"
"2771" "GO:0030705" "cytoskeleton-dependent intracellular tra..." 3 0 0.23 "1.00000"
"2772" "GO:0030832" "regulation of actin filament length" 16 0 1.21 "1.00000"
