"Orthogroup" "lycopersicum.faa" "pepper.faa" "ortho"
"5322" "OG0012774" "Solyc06g050430.3.1" "PHT78621.1" "ortho_5322"
"5323" "OG0012775" "Solyc06g050510.3.1" "PHT78456.1" "ortho_5323"
"5324" "OG0012776" "Solyc06g050550.4.1" "PHT78463.1" "ortho_5324"
"5325" "OG0012777" "Solyc06g050560.3.1" "PHT78464.1" "ortho_5325"
"5326" "OG0012778" "Solyc06g050570.3.1" "PHT92689.1" "ortho_5326"
"5327" "OG0012779" "Solyc06g050590.3.1" "PHT78267.1" "ortho_5327"
"5328" "OG0012780" "Solyc06g050610.3.1" "PHT78318.1" "ortho_5328"
"5329" "OG0012781" "Solyc06g050620.3.1" "PHT70253.1" "ortho_5329"
"5330" "OG0012782" "Solyc06g050690.3.1" "PHT78231.1" "ortho_5330"
"5331" "OG0012783" "Solyc06g050710.4.1" "PHT88992.1" "ortho_5331"
"5332" "OG0012784" "Solyc06g050730.4.1" "PHT78449.1" "ortho_5332"
"5333" "OG0012785" "Solyc06g050790.3.1" "PHT78620.1" "ortho_5333"
"5334" "OG0012786" "Solyc06g050800.4.1" "PHT78454.1" "ortho_5334"
"5335" "OG0012787" "Solyc06g050810.3.1" "PHT78453.1" "ortho_5335"
"5336" "OG0012788" "Solyc06g050837.1.1" "PHT78234.1" "ortho_5336"
"5337" "OG0012789" "Solyc06g050840.3.1" "PHT78232.1" "ortho_5337"
"5338" "OG0012790" "Solyc06g050900.3.1" "PHT79249.1" "ortho_5338"
"5339" "OG0012791" "Solyc06g050930.3.1" "PHT78320.1" "ortho_5339"
"5340" "OG0012792" "Solyc06g050990.3.1" "PHT82068.1" "ortho_5340"
"5341" "OG0012793" "Solyc06g051030.3.1" "PHT78324.1" "ortho_5341"
"5342" "OG0012794" "Solyc06g051040.4.1" "PHT78326.1" "ortho_5342"
"5343" "OG0012795" "Solyc06g051060.4.1" "PHT78322.1" "ortho_5343"
"5344" "OG0012796" "Solyc06g051080.4.1" "PHT78331.1" "ortho_5344"
"5345" "OG0012797" "Solyc06g051090.3.1" "PHT68130.1" "ortho_5345"
"5346" "OG0012798" "Solyc06g051160.4.1" "PHT84057.1" "ortho_5346"
"5347" "OG0012799" "Solyc06g051200.3.1" "PHT74139.1" "ortho_5347"
"5348" "OG0012800" "Solyc06g051220.1.1" "PHT74138.1" "ortho_5348"
"5349" "OG0012801" "Solyc06g051300.3.1" "PHT78369.1" "ortho_5349"
"5350" "OG0012802" "Solyc06g051400.3.1" "PHT78265.1" "ortho_5350"
"5351" "OG0012803" "Solyc06g051460.4.1" "PHT78327.1" "ortho_5351"
"5352" "OG0012804" "Solyc06g051510.2.1" "PHT78270.1" "ortho_5352"
"5353" "OG0012805" "Solyc06g051570.4.1" "PHT78321.1" "ortho_5353"
"5354" "OG0012806" "Solyc06g051620.3.1" "PHT78269.1" "ortho_5354"
"5355" "OG0012807" "Solyc06g051660.1.1" "PHT64459.1" "ortho_5355"
"5356" "OG0012808" "Solyc06g051680.1.1" "PHT78422.1" "ortho_5356"
"5357" "OG0012809" "Solyc06g051750.3.1" "PHT78332.1" "ortho_5357"
"5358" "OG0012810" "Solyc06g051760.3.1" "PHT78275.1" "ortho_5358"
"5359" "OG0012811" "Solyc06g051780.2.1" "PHT71988.1" "ortho_5359"
"5360" "OG0012812" "Solyc06g051820.4.1" "PHT78512.1" "ortho_5360"
"5361" "OG0012813" "Solyc06g051840.1.1" "PHT78447.1" "ortho_5361"
"5362" "OG0012814" "Solyc06g084760.3.1" "PHT84555.1" "ortho_5362"
"5363" "OG0012815" "Solyc06g051910.3.1" "PHT78438.1" "ortho_5363"
"5364" "OG0012816" "Solyc06g051920.4.1" "PHT87458.1" "ortho_5364"
"5365" "OG0012817" "Solyc06g051930.3.1" "PHT78436.1" "ortho_5365"
"5366" "OG0012818" "Solyc06g051960.3.1" "PHT78472.1" "ortho_5366"
"5367" "OG0012819" "Solyc06g052020.2.1" "PHT78677.1" "ortho_5367"
"5368" "OG0012820" "Solyc06g052040.4.1" "PHT78680.1" "ortho_5368"
"5369" "OG0012821" "Solyc06g052060.3.1" "PHT80321.1" "ortho_5369"
"5370" "OG0012822" "Solyc06g053140.3.1" "PHT78598.1" "ortho_5370"
"5371" "OG0012823" "Solyc06g053150.1.1" "PHT78601.1" "ortho_5371"
"5372" "OG0012824" "Solyc06g053190.3.1" "PHT78596.1" "ortho_5372"
"5373" "OG0012825" "Solyc06g053220.3.1" "PHT78594.1" "ortho_5373"
"5374" "OG0012826" "Solyc06g053260.1.1" "PHT78615.1" "ortho_5374"
"5375" "OG0012827" "Solyc06g053290.1.1" "PHT78613.1" "ortho_5375"
"5376" "OG0012828" "Solyc06g053300.3.1" "PHT78619.1" "ortho_5376"
"5377" "OG0012829" "Solyc06g053310.3.1" "PHT78609.1" "ortho_5377"
"5378" "OG0012830" "Solyc06g053330.4.1" "PHT78612.1" "ortho_5378"
"5379" "OG0012831" "Solyc06g053340.3.1" "PHT78557.1" "ortho_5379"
"5380" "OG0012832" "Solyc06g053360.4.1" "PHT78558.1" "ortho_5380"
"5381" "OG0012833" "Solyc06g053370.3.1" "PHT78559.1" "ortho_5381"
"5382" "OG0012835" "Solyc06g053390.4.1" "PHT68290.1" "ortho_5382"
"5383" "OG0012836" "Solyc06g053440.3.1" "PHT78567.1" "ortho_5383"
"5384" "OG0012837" "Solyc06g053450.4.1" "PHT78570.1" "ortho_5384"
"5385" "OG0012838" "Solyc06g053470.3.1" "PHT78573.1" "ortho_5385"
"5386" "OG0012839" "Solyc06g053480.3.1" "PHT78575.1" "ortho_5386"
"5387" "OG0012840" "Solyc06g053530.3.1" "PHT78553.1" "ortho_5387"
"5388" "OG0012841" "Solyc06g053550.3.1" "PHT78554.1" "ortho_5388"
"5389" "OG0012842" "Solyc06g053570.2.1" "PHT78579.1" "ortho_5389"
"5390" "OG0012843" "Solyc06g053600.4.1" "PHT78580.1" "ortho_5390"
"5391" "OG0012844" "Solyc06g053660.3.1" "PHT78586.1" "ortho_5391"
"5392" "OG0012845" "Solyc06g053670.1.1" "PHT78588.1" "ortho_5392"
"5393" "OG0012846" "Solyc06g053690.3.1" "PHT91734.1" "ortho_5393"
"5394" "OG0012847" "Solyc06g053730.1.1" "PHT78468.1" "ortho_5394"
"5395" "OG0012848" "Solyc06g053760.3.1" "PHT78220.1" "ortho_5395"
"5396" "OG0012849" "Solyc06g053770.4.1" "PHT78221.1" "ortho_5396"
"5397" "OG0012850" "Solyc06g053780.4.1" "PHT78223.1" "ortho_5397"
"5398" "OG0012851" "Solyc06g053790.3.1" "PHT78665.1" "ortho_5398"
"5399" "OG0012852" "Solyc06g053810.3.1" "PHT78662.1" "ortho_5399"
"5400" "OG0012853" "Solyc06g053840.3.1" "PHT78716.1" "ortho_5400"
"5401" "OG0012854" "Solyc06g053860.3.1" "PHT78711.1" "ortho_5401"
"5402" "OG0012855" "Solyc06g053900.4.1" "PHT78708.1" "ortho_5402"
"5403" "OG0012856" "Solyc06g053920.4.1" "PHT78639.1" "ortho_5403"
"5404" "OG0012857" "Solyc06g053960.3.1" "PHT78642.1" "ortho_5404"
"5405" "OG0012858" "Solyc06g053980.3.1" "PHT85876.1" "ortho_5405"
"5406" "OG0012860" "Solyc06g054060.1.1" "PHT78648.1" "ortho_5406"
"5407" "OG0012861" "Solyc06g054070.3.1" "PHT78649.1" "ortho_5407"
"5408" "OG0012862" "Solyc06g054080.3.1" "PHT78650.1" "ortho_5408"
"5409" "OG0012863" "Solyc06g054130.1.1" "PHT78657.1" "ortho_5409"
"5410" "OG0012865" "Solyc06g054240.3.1" "PHT78724.1" "ortho_5410"
"5411" "OG0012866" "Solyc06g054280.1.1" "PHT78720.1" "ortho_5411"
"5412" "OG0012867" "Solyc06g054290.3.1" "PHT78719.1" "ortho_5412"
"5413" "OG0012868" "Solyc06g054320.1.1" "PHT78732.1" "ortho_5413"
"5414" "OG0012869" "Solyc06g054330.3.1" "PHT84891.1" "ortho_5414"
"5415" "OG0012870" "Solyc06g054420.3.1" "PHT78776.1" "ortho_5415"
"5416" "OG0012871" "Solyc06g054430.1.1" "PHT78777.1" "ortho_5416"
"5417" "OG0012872" "Solyc06g054450.3.1" "PHT78778.1" "ortho_5417"
"5418" "OG0012873" "Solyc06g054460.1.1" "PHT78733.1" "ortho_5418"
"5419" "OG0012874" "Solyc06g054470.1.1" "PHT78734.1" "ortho_5419"
"5420" "OG0012875" "Solyc06g054480.3.1" "PHT78735.1" "ortho_5420"
"5421" "OG0012876" "Solyc06g054570.1.1" "PHT78747.1" "ortho_5421"
"5422" "OG0012877" "Solyc06g054580.4.1" "PHT78748.1" "ortho_5422"
"5423" "OG0012878" "Solyc06g054590.3.1" "PHT88241.1" "ortho_5423"
"5424" "OG0012879" "Solyc06g054600.2.1" "PHT69174.1" "ortho_5424"
"5425" "OG0012880" "Solyc06g054640.2.1" "PHT63340.1" "ortho_5425"
"5426" "OG0012881" "Solyc06g059730.3.1" "PHT78757.1" "ortho_5426"
"5427" "OG0012882" "Solyc06g059740.4.1" "PHT78759.1" "ortho_5427"
"5428" "OG0012884" "Solyc06g059840.4.1" "PHT78767.1" "ortho_5428"
"5429" "OG0012885" "Solyc06g059970.4.1" "PHT78801.1" "ortho_5429"
"5430" "OG0012886" "Solyc06g059980.3.1" "PHT78797.1" "ortho_5430"
"5431" "OG0012887" "Solyc06g060050.1.1" "PHT78794.1" "ortho_5431"
"5432" "OG0012888" "Solyc06g060070.3.1" "PHT83748.1" "ortho_5432"
"5433" "OG0012889" "Solyc06g060100.3.1" "PHT83291.1" "ortho_5433"
"5434" "OG0012890" "Solyc06g060120.3.1" "PHT78786.1" "ortho_5434"
"5435" "OG0012891" "Solyc06g060140.4.1" "PHT78805.1" "ortho_5435"
"5436" "OG0012892" "Solyc06g060150.3.1" "PHT78806.1" "ortho_5436"
"5437" "OG0012893" "Solyc06g060170.3.1" "PHT78809.1" "ortho_5437"
"5438" "OG0012894" "Solyc06g060230.3.1" "PHT78815.1" "ortho_5438"
"5439" "OG0012895" "Solyc06g060240.1.1" "PHT78817.1" "ortho_5439"
"5440" "OG0012896" "Solyc06g060250.3.1" "PHT78818.1" "ortho_5440"
"5441" "OG0012897" "Solyc06g060270.4.1" "PHT78821.1" "ortho_5441"
"5442" "OG0012898" "Solyc06g060340.3.1" "PHT78839.1" "ortho_5442"
"5443" "OG0012899" "Solyc06g060360.3.1" "PHT78841.1" "ortho_5443"
"5444" "OG0012900" "Solyc06g060380.3.1" "PHT78851.1" "ortho_5444"
"5445" "OG0012901" "Solyc06g060420.3.1" "PHT78847.1" "ortho_5445"
"5446" "OG0012902" "Solyc06g060460.3.1" "PHT78877.1" "ortho_5446"
"5447" "OG0012903" "Solyc06g060480.1.1" "PHT78872.1" "ortho_5447"
"5448" "OG0012904" "Solyc06g060490.3.1" "PHT78871.1" "ortho_5448"
"5449" "OG0012905" "Solyc06g060500.1.1" "PHT78870.1" "ortho_5449"
"5450" "OG0012906" "Solyc06g060520.1.1" "PHT78866.1" "ortho_5450"
"5451" "OG0012907" "Solyc06g060550.3.1" "PHT78863.1" "ortho_5451"
"5452" "OG0012908" "Solyc06g060600.3.1" "PHT78852.1" "ortho_5452"
"5453" "OG0012909" "Solyc06g060620.4.1" "PHT78855.1" "ortho_5453"
"5454" "OG0012910" "Solyc06g060640.1.1" "PHT78857.1" "ortho_5454"
"5455" "OG0012911" "Solyc06g060670.4.1" "PHT78860.1" "ortho_5455"
"5456" "OG0012913" "Solyc06g060700.1.1" "PHT78843.1" "ortho_5456"
"5457" "OG0012914" "Solyc06g060730.3.1" "PHT78882.1" "ortho_5457"
"5458" "OG0012915" "Solyc06g060740.3.1" "PHT78883.1" "ortho_5458"
"5459" "OG0012916" "Solyc06g060780.4.1" "PHT78889.1" "ortho_5459"
"5460" "OG0012917" "Solyc06g060790.1.1" "PHT78899.1" "ortho_5460"
"5461" "OG0012918" "Solyc06g060810.3.1" "PHT78902.1" "ortho_5461"
"5462" "OG0012919" "Solyc06g060820.2.1" "PHT78904.1" "ortho_5462"
"5463" "OG0012920" "Solyc06g060830.3.1" "PHT78905.1" "ortho_5463"
"5464" "OG0012921" "Solyc06g060840.1.1" "PHT78906.1" "ortho_5464"
"5465" "OG0012922" "Solyc06g060850.3.1" "PHT78907.1" "ortho_5465"
"5466" "OG0012923" "Solyc06g060860.2.1" "PHT78908.1" "ortho_5466"
"5467" "OG0012924" "Solyc06g060890.4.1" "PHT78918.1" "ortho_5467"
"5468" "OG0012925" "Solyc06g060910.2.1" "PHT78919.1" "ortho_5468"
"5469" "OG0012926" "Solyc06g060940.2.1" "PHT78921.1" "ortho_5469"
"5470" "OG0012927" "Solyc06g060960.3.1" "PHT78924.1" "ortho_5470"
"5471" "OG0012928" "Solyc06g060990.4.1" "PHT78932.1" "ortho_5471"
"5472" "OG0012929" "Solyc06g061000.3.1" "PHT78933.1" "ortho_5472"
"5473" "OG0012930" "Solyc06g061030.3.1" "PHT78953.1" "ortho_5473"
"5474" "OG0012931" "Solyc06g061050.4.1" "PHT78956.1" "ortho_5474"
"5475" "OG0012932" "Solyc06g061070.3.1" "PHT78958.1" "ortho_5475"
"5476" "OG0012933" "Solyc06g061080.3.1" "PHT78959.1" "ortho_5476"
"5477" "OG0012934" "Solyc06g061090.3.1" "PHT78960.1" "ortho_5477"
"5478" "OG0012935" "Solyc06g061100.4.1" "PHT78961.1" "ortho_5478"
"5479" "OG0012936" "Solyc06g061110.2.1" "PHT78963.1" "ortho_5479"
"5480" "OG0012937" "Solyc06g061120.4.1" "PHT78964.1" "ortho_5480"
"5481" "OG0012938" "Solyc06g061160.1.1" "PHT78968.1" "ortho_5481"
"5482" "OG0012939" "Solyc06g061190.1.1" "PHT78972.1" "ortho_5482"
"5483" "OG0012940" "Solyc06g061200.1.1" "PHT92984.1" "ortho_5483"
"5484" "OG0012941" "Solyc06g062320.3.1" "PHT79004.1" "ortho_5484"
"5485" "OG0012942" "Solyc06g062400.2.1" "PHT79354.1" "ortho_5485"
"5486" "OG0012943" "Solyc06g062430.3.1" "PHT79353.1" "ortho_5486"
"5487" "OG0012944" "Solyc06g062460.3.1" "PHT79348.1" "ortho_5487"
"5488" "OG0012945" "Solyc06g062480.4.1" "PHT79346.1" "ortho_5488"
"5489" "OG0012946" "Solyc06g062510.3.1" "PHT79338.1" "ortho_5489"
"5490" "OG0012947" "Solyc06g062520.1.1" "PHT79334.1" "ortho_5490"
"5491" "OG0012948" "Solyc06g062610.2.1" "PHT79304.1" "ortho_5491"
"5492" "OG0012949" "Solyc06g062630.2.1" "PHT79305.1" "ortho_5492"
"5493" "OG0012950" "Solyc06g062660.4.1" "PHT79308.1" "ortho_5493"
"5494" "OG0012951" "Solyc06g062670.3.1" "PHT79309.1" "ortho_5494"
"5495" "OG0012952" "Solyc06g062700.3.1" "PHT79303.1" "ortho_5495"
"5496" "OG0012954" "Solyc06g062820.4.1" "PHT79294.1" "ortho_5496"
"5497" "OG0012955" "Solyc06g062830.4.1" "PHT79293.1" "ortho_5497"
"5498" "OG0012956" "Solyc06g062880.2.1" "PHT79287.1" "ortho_5498"
"5499" "OG0012957" "Solyc06g062920.3.1" "PHT79277.1" "ortho_5499"
"5500" "OG0012958" "Solyc06g062960.3.1" "PHT79274.1" "ortho_5500"
"5501" "OG0012959" "Solyc06g063010.4.1" "PHT79247.1" "ortho_5501"
"5502" "OG0012960" "Solyc06g063020.4.1" "PHT79246.1" "ortho_5502"
"5503" "OG0012961" "Solyc06g063050.4.1" "PHT79244.1" "ortho_5503"
"5504" "OG0012962" "Solyc06g063060.3.1" "PHT79243.1" "ortho_5504"
"5505" "OG0012963" "Solyc06g063100.3.1" "PHT80501.1" "ortho_5505"
"5506" "OG0012964" "Solyc06g063130.3.1" "PHT79226.1" "ortho_5506"
"5507" "OG0012965" "Solyc06g063150.4.1" "PHT79228.1" "ortho_5507"
"5508" "OG0012966" "Solyc06g063280.1.1" "PHT79209.1" "ortho_5508"
"5509" "OG0012967" "Solyc06g063290.3.1" "PHT79207.1" "ortho_5509"
"5510" "OG0012968" "Solyc06g063300.4.1" "PHT79206.1" "ortho_5510"
"5511" "OG0012969" "Solyc06g063310.2.1" "PHT79205.1" "ortho_5511"
"5512" "OG0012970" "Solyc06g063340.3.1" "PHT79203.1" "ortho_5512"
"5513" "OG0012971" "Solyc06g063360.4.1" "PHT79201.1" "ortho_5513"
"5514" "OG0012972" "Solyc06g063370.3.1" "PHT94177.1" "ortho_5514"
"5515" "OG0012974" "Solyc06g063410.4.1" "PHT94179.1" "ortho_5515"
"5516" "OG0012975" "Solyc06g063420.4.1" "PHT94181.1" "ortho_5516"
"5517" "OG0012976" "Solyc06g063430.2.1" "PHT94182.1" "ortho_5517"
"5518" "OG0012977" "Solyc06g064430.1.1" "PHT94183.1" "ortho_5518"
"5519" "OG0012978" "Solyc06g064450.3.1" "PHT94185.1" "ortho_5519"
"5520" "OG0012979" "Solyc06g064490.2.1" "PHT94186.1" "ortho_5520"
"5521" "OG0012980" "Solyc06g064520.4.1" "PHT94188.1" "ortho_5521"
"5522" "OG0012981" "Solyc06g064540.3.1" "PHT94192.1" "ortho_5522"
"5523" "OG0012982" "Solyc06g064570.3.1" "PHT94196.1" "ortho_5523"
"5524" "OG0012983" "Solyc06g064580.2.1" "PHT94197.1" "ortho_5524"
"5525" "OG0012985" "Solyc06g064640.3.1" "PHT94461.1" "ortho_5525"
"5526" "OG0012986" "Solyc06g064650.4.1" "PHT94462.1" "ortho_5526"
"5527" "OG0012987" "Solyc06g064660.4.1" "PHT94463.1" "ortho_5527"
"5528" "OG0012988" "Solyc06g064820.3.1" "PHT94520.1" "ortho_5528"
"5529" "OG0012989" "Solyc06g064850.2.1" "PHT79199.1" "ortho_5529"
"5530" "OG0012990" "Solyc06g064880.3.1" "PHT79194.1" "ortho_5530"
"5531" "OG0012991" "Solyc06g064910.3.1" "PHT79190.1" "ortho_5531"
"5532" "OG0012992" "Solyc06g065020.3.1" "PHT79181.1" "ortho_5532"
"5533" "OG0012993" "Solyc06g065050.2.1" "PHT79177.1" "ortho_5533"
"5534" "OG0012994" "Solyc06g065100.3.1" "PHT79168.1" "ortho_5534"
"5535" "OG0012995" "Solyc06g065170.4.1" "PHT79155.1" "ortho_5535"
"5536" "OG0012996" "Solyc06g065200.4.1" "PHT79151.1" "ortho_5536"
"5537" "OG0012997" "Solyc06g065230.3.1" "PHT79148.1" "ortho_5537"
"5538" "OG0012998" "Solyc06g065240.3.1" "PHT79147.1" "ortho_5538"
"5539" "OG0012999" "Solyc06g065290.4.1" "PHT61700.1" "ortho_5539"
"5540" "OG0013000" "Solyc06g065310.3.1" "PHT79142.1" "ortho_5540"
"5541" "OG0013001" "Solyc06g065360.3.1" "PHT79138.1" "ortho_5541"
"5542" "OG0013002" "Solyc06g065390.4.1" "PHT79135.1" "ortho_5542"
"5543" "OG0013003" "Solyc06g065430.3.1" "PHT79126.1" "ortho_5543"
"5544" "OG0013004" "Solyc06g065440.1.1" "PHT79125.1" "ortho_5544"
"5545" "OG0013005" "Solyc06g065450.3.1" "PHT79124.1" "ortho_5545"
"5546" "OG0013006" "Solyc06g065490.3.1" "PHT79121.1" "ortho_5546"
"5547" "OG0013007" "Solyc06g065510.4.1" "PHT79095.1" "ortho_5547"
"5548" "OG0013008" "Solyc06g065520.3.1" "PHT79096.1" "ortho_5548"
"5549" "OG0013009" "Solyc06g065580.3.1" "PHT79110.1" "ortho_5549"
"5550" "OG0013010" "Solyc06g065610.3.1" "PHT79115.1" "ortho_5550"
"5551" "OG0013011" "Solyc06g065630.3.1" "PHT79116.1" "ortho_5551"
"5552" "OG0013012" "Solyc06g065650.3.1" "PHT79119.1" "ortho_5552"
"5553" "OG0013013" "Solyc06g065670.4.1" "PHT79092.1" "ortho_5553"
"5554" "OG0013014" "Solyc06g065680.3.1" "PHT79088.1" "ortho_5554"
"5555" "OG0013015" "Solyc06g065690.3.1" "PHT79087.1" "ortho_5555"
"5556" "OG0013016" "Solyc06g065700.3.1" "PHT79086.1" "ortho_5556"
"5557" "OG0013017" "Solyc06g065710.3.1" "PHT79085.1" "ortho_5557"
"5558" "OG0013018" "Solyc06g065720.1.1" "PHT79083.1" "ortho_5558"
"5559" "OG0013019" "Solyc06g065740.4.1" "PHT79081.1" "ortho_5559"
"5560" "OG0013020" "Solyc06g065800.3.1" "PHT79080.1" "ortho_5560"
"5561" "OG0013021" "Solyc06g065820.3.1" "PHT79078.1" "ortho_5561"
"5562" "OG0013022" "Solyc06g150128.1.1" "PHT79077.1" "ortho_5562"
"5563" "OG0013023" "Solyc06g065830.3.1" "PHT79076.1" "ortho_5563"
"5564" "OG0013024" "Solyc06g065840.3.1" "PHT79075.1" "ortho_5564"
"5565" "OG0013025" "Solyc06g065850.3.1" "PHT79074.1" "ortho_5565"
"5566" "OG0013026" "Solyc06g065900.4.1" "PHT79057.1" "ortho_5566"
"5567" "OG0013027" "Solyc06g065920.4.1" "PHT79061.1" "ortho_5567"
"5568" "OG0013028" "Solyc06g065930.4.1" "PHT79064.1" "ortho_5568"
"5569" "OG0013029" "Solyc06g065950.4.1" "PHT79067.1" "ortho_5569"
"5570" "OG0013030" "Solyc06g065970.1.1" "PHT79054.1" "ortho_5570"
"5571" "OG0013031" "Solyc06g066020.3.1" "PHT79050.1" "ortho_5571"
"5572" "OG0013032" "Solyc06g066080.1.1" "PHT79045.1" "ortho_5572"
"5573" "OG0013033" "Solyc06g066090.3.1" "PHT79044.1" "ortho_5573"
"5574" "OG0013034" "Solyc06g066100.3.1" "PHT79043.1" "ortho_5574"
"5575" "OG0013035" "Solyc06g066110.1.1" "PHT79042.1" "ortho_5575"
"5576" "OG0013036" "Solyc06g066120.3.1" "PHT79041.1" "ortho_5576"
"5577" "OG0013037" "Solyc06g066180.4.1" "PHT79038.1" "ortho_5577"
"5578" "OG0013038" "Solyc06g066290.3.1" "PHT79021.1" "ortho_5578"
"5579" "OG0013039" "Solyc06g066300.1.1" "PHT79020.1" "ortho_5579"
"5580" "OG0013040" "Solyc06g066330.3.1" "PHT79016.1" "ortho_5580"
"5581" "OG0013041" "Solyc06g066340.4.1" "PHT79015.1" "ortho_5581"
"5582" "OG0013042" "Solyc06g066400.3.1" "PHT79011.1" "ortho_5582"
"5583" "OG0013043" "Solyc06g066410.3.1" "PHT79363.1" "ortho_5583"
"5584" "OG0013044" "Solyc06g066420.4.1" "PHT79364.1" "ortho_5584"
"5585" "OG0013045" "Solyc06g066470.4.1" "PHT79366.1" "ortho_5585"
"5586" "OG0013047" "Solyc06g066530.1.1" "PHT79398.1" "ortho_5586"
"5587" "OG0013048" "Solyc06g066590.4.1" "PHT79391.1" "ortho_5587"
"5588" "OG0013049" "Solyc06g066600.3.1" "PHT79390.1" "ortho_5588"
"5589" "OG0013050" "Solyc06g066620.4.1" "PHT79388.1" "ortho_5589"
"5590" "OG0013051" "Solyc06g066670.4.1" "PHT79410.1" "ortho_5590"
"5591" "OG0013052" "Solyc06g066680.3.1" "PHT79412.1" "ortho_5591"
"5592" "OG0013053" "Solyc06g066690.4.1" "PHT79413.1" "ortho_5592"
"5593" "OG0013054" "Solyc06g066710.1.1" "PHT79414.1" "ortho_5593"
"5594" "OG0013055" "Solyc06g066740.3.1" "PHT79417.1" "ortho_5594"
"5595" "OG0013056" "Solyc06g066750.3.1" "PHT79418.1" "ortho_5595"
"5596" "OG0013057" "Solyc06g066770.1.1" "PHT79419.1" "ortho_5596"
"5597" "OG0013058" "Solyc06g066780.3.1" "PHT79420.1" "ortho_5597"
"5598" "OG0013059" "Solyc06g067860.3.1" "PHT79434.1" "ortho_5598"
"5599" "OG0013060" "Solyc06g067910.3.1" "PHT79440.1" "ortho_5599"
"5600" "OG0013061" "Solyc06g067940.4.1" "PHT79443.1" "ortho_5600"
"5601" "OG0013062" "Solyc06g067960.3.1" "PHT79445.1" "ortho_5601"
"5602" "OG0013063" "Solyc06g067970.3.1" "PHT79446.1" "ortho_5602"
"5603" "OG0013064" "Solyc06g067990.3.1" "PHT79447.1" "ortho_5603"
"5604" "OG0013065" "Solyc06g068010.3.1" "PHT79449.1" "ortho_5604"
"5605" "OG0013066" "Solyc06g068030.3.1" "PHT79450.1" "ortho_5605"
"5606" "OG0013067" "Solyc06g068040.3.1" "PHT79451.1" "ortho_5606"
"5607" "OG0013068" "Solyc06g068050.3.1" "PHT79452.1" "ortho_5607"
"5608" "OG0013069" "Solyc06g068140.3.1" "PHT79482.1" "ortho_5608"
"5609" "OG0013070" "Solyc06g068150.3.1" "PHT79483.1" "ortho_5609"
"5610" "OG0013071" "Solyc06g068160.3.1" "PHT79484.1" "ortho_5610"
"5611" "OG0013072" "Solyc06g068230.4.1" "PHT79476.1" "ortho_5611"
"5612" "OG0013073" "Solyc06g068290.1.1" "PHT79472.1" "ortho_5612"
"5613" "OG0013074" "Solyc06g068310.1.1" "PHT79471.1" "ortho_5613"
"5614" "OG0013075" "Solyc06g068360.3.1" "PHT79467.1" "ortho_5614"
"5615" "OG0013076" "Solyc06g068380.4.1" "PHT79466.1" "ortho_5615"
"5616" "OG0013077" "Solyc06g068390.1.1" "PHT79465.1" "ortho_5616"
"5617" "OG0013078" "Solyc06g068460.3.1" "PHT79493.1" "ortho_5617"
"5618" "OG0013079" "Solyc06g068470.3.1" "PHT79494.1" "ortho_5618"
"5619" "OG0013080" "Solyc06g068480.3.1" "PHT79495.1" "ortho_5619"
"5620" "OG0013081" "Solyc06g068500.3.1" "PHT79498.1" "ortho_5620"
"5621" "OG0013082" "Solyc06g068510.1.1" "PHT90328.1" "ortho_5621"
"5622" "OG0013083" "Solyc06g068610.3.1" "PHT62962.1" "ortho_5622"
"5623" "OG0013084" "Solyc06g068620.3.1" "PHT62963.1" "ortho_5623"
"5624" "OG0013085" "Solyc06g068640.3.1" "PHT62964.1" "ortho_5624"
"5625" "OG0013086" "Solyc06g068670.3.1" "PHT62966.1" "ortho_5625"
"5626" "OG0013087" "Solyc06g068750.3.1" "PHT62975.1" "ortho_5626"
"5627" "OG0013088" "Solyc06g068760.3.1" "PHT62976.1" "ortho_5627"
"5628" "OG0013089" "Solyc06g068780.3.1" "PHT62978.1" "ortho_5628"
"5629" "OG0013090" "Solyc06g068800.3.1" "PHT62979.1" "ortho_5629"
"5630" "OG0013091" "Solyc06g068810.4.1" "PHT62980.1" "ortho_5630"
"5631" "OG0013092" "Solyc06g068820.3.1" "PHT62981.1" "ortho_5631"
"5632" "OG0013093" "Solyc06g068830.2.1" "PHT62984.1" "ortho_5632"
"5633" "OG0013094" "Solyc06g068860.3.1" "PHT79509.1" "ortho_5633"
"5634" "OG0013095" "Solyc06g068900.4.1" "PHT79516.1" "ortho_5634"
"5635" "OG0013096" "Solyc06g068910.3.1" "PHT79517.1" "ortho_5635"
"5636" "OG0013097" "Solyc06g068960.1.1" "PHT79526.1" "ortho_5636"
"5637" "OG0013098" "Solyc06g068970.3.1" "PHT79529.1" "ortho_5637"
"5638" "OG0013099" "Solyc06g069000.3.1" "PHT79533.1" "ortho_5638"
"5639" "OG0013100" "Solyc06g069030.3.1" "PHT79536.1" "ortho_5639"
"5640" "OG0013101" "Solyc06g069040.4.1" "PHT79537.1" "ortho_5640"
"5641" "OG0013102" "Solyc06g069080.3.1" "PHT79539.1" "ortho_5641"
"5642" "OG0013103" "Solyc06g069110.4.1" "PHT79543.1" "ortho_5642"
"5643" "OG0013105" "Solyc06g069150.1.1" "PHT79546.1" "ortho_5643"
"5644" "OG0013106" "Solyc06g069170.4.1" "PHT79547.1" "ortho_5644"
"5645" "OG0013107" "Solyc06g069190.4.1" "PHT79552.1" "ortho_5645"
