Orthogroup	lycopersicum	pepper
OG0021487	Solyc07g054475.1.1	
OG0021488	Solyc07g054650.1.1	
OG0021489	Solyc07g054730.1.1	
OG0021490	Solyc07g054760.1.1	
OG0021491	Solyc07g054780.1.1	
OG0021492	Solyc07g054810.1.1	
OG0021493	Solyc07g054890.1.1	
OG0021494	Solyc07g054910.3.1	
OG0021495	Solyc07g055030.1.1	
OG0021496	Solyc07g150148.1.1	
OG0021497	Solyc07g055250.3.1	
OG0021498	Solyc07g055360.1.1	
OG0021499	Solyc07g055570.1.1	
OG0021500	Solyc07g055415.1.1	
OG0021501	Solyc07g055600.1.1	
OG0021502	Solyc07g055620.2.1	
OG0021503	Solyc07g055660.2.1	
OG0021504	Solyc07g055760.3.1	
OG0021505	Solyc07g055890.1.1	
OG0021506	Solyc07g055960.3.1	
OG0021507	Solyc07g056090.1.1	
OG0021508	Solyc07g056100.1.1	
OG0021509	Solyc07g056130.1.1	
OG0021510	Solyc07g056210.4.1	
OG0021511	Solyc07g056240.3.1	
OG0021512	Solyc07g056420.4.1	
OG0021513	Solyc07g056450.3.1	
OG0021514	Solyc07g056480.3.1	
OG0021515	Solyc07g056550.3.1	
OG0021516	Solyc07g056560.3.1	
OG0021517	Solyc07g056620.1.1	
OG0021518	Solyc07g056640.1.1	
OG0021519	Solyc07g056680.1.1	
OG0021520	Solyc07g056700.2.1	
OG0021521	Solyc07g061700.2.1	
OG0021522	Solyc07g061805.1.1	
OG0021523	Solyc07g061820.2.1	
OG0021524	Solyc07g061840.1.1	
OG0021525	Solyc07g061850.1.1	
OG0021526	Solyc07g061860.3.1	
OG0021527	Solyc07g061870.1.1	
OG0021528	Solyc07g061890.1.1	
OG0021529	Solyc07g150151.1.1	
OG0021530	Solyc07g061930.1.1	
OG0021531	Solyc07g062010.1.1	
OG0021532	Solyc07g150152.1.1	
OG0021533	Solyc07g062115.1.1	
OG0021534	Solyc07g062120.4.1	
OG0021535	Solyc07g062460.4.1	
OG0021536	Solyc07g062670.1.1	
OG0021537	Solyc07g062740.4.1	
OG0021538	Solyc07g062830.3.1	
OG0021539	Solyc07g062870.3.1	
OG0021540	Solyc07g062890.4.1	
OG0021541	Solyc07g062920.4.1	
OG0021542	Solyc07g062990.2.1	
OG0021543	Solyc07g063020.3.1	
OG0021544	Solyc07g063060.2.1	
OG0021545	Solyc07g063110.4.1	
OG0021546	Solyc07g063145.1.1	
OG0021547	Solyc07g063160.2.1	
OG0021548	Solyc07g063170.1.1	
OG0021549	Solyc07g063250.3.1	
OG0021550	Solyc07g063380.1.1	
OG0021551	Solyc07g063465.1.1	
OG0021552	Solyc07g063530.3.1	
OG0021553	Solyc07g063655.1.1	
OG0021554	Solyc07g063660.1.1	
OG0021555	Solyc07g063760.1.1	
OG0021556	Solyc07g063810.2.1	
OG0021557	Solyc07g063990.1.1	
OG0021558	Solyc07g064000.1.1	
OG0021559	Solyc07g064100.1.1	
OG0021560	Solyc07g064290.3.1	
OG0021561	Solyc07g064600.3.1	
OG0021562	Solyc07g064750.1.1	
OG0021563	Solyc07g064760.2.1	
OG0021564	Solyc07g064770.2.1	
OG0021565	Solyc07g064780.2.1	
OG0021566	Solyc07g064860.2.1	
OG0021567	Solyc07g065150.1.1	
OG0021568	Solyc07g065230.1.1	
OG0021569	Solyc07g065430.2.1	
OG0021570	Solyc07g065480.3.1	
OG0021571	Solyc07g065560.3.1	
OG0021572	Solyc07g065670.1.1	
OG0021573	Solyc07g065720.4.1	
OG0021574	Solyc07g065780.2.1	
OG0021575	Solyc07g065800.3.1	
OG0021576	Solyc07g065830.1.1	
OG0021577	Solyc07g065927.1.1	
OG0021578	Solyc07g066000.3.1	
OG0021579	Solyc07g066050.4.1	
OG0021580	Solyc07g066300.4.1	
OG0021581	Solyc07g066360.1.1	
OG0021582	Solyc07g066380.4.1	
OG0021583	Solyc07g066590.1.1	
OG0021584	Solyc08g150100.1.1	
OG0021585	Solyc08g005020.3.1	
OG0021586	Solyc08g005030.3.1	
OG0021587	Solyc08g005050.4.1	
OG0021588	Solyc08g005070.4.1	
OG0021589	Solyc08g005245.1.1	
OG0021590	Solyc08g005275.1.1	
OG0021591	Solyc08g005335.1.1	
OG0021592	Solyc08g005480.3.1	
OG0021593	Solyc08g150101.1.1	
OG0021594	Solyc08g005550.4.1	
OG0021595	Solyc08g005600.4.1	
OG0021596	Solyc08g005690.1.1	
OG0021597	Solyc08g005700.1.1	
OG0021598	Solyc08g005705.1.1	
OG0021599	Solyc08g005870.2.1	
OG0021600	Solyc08g005920.3.1	
OG0021601	Solyc08g006130.3.1	
OG0021602	Solyc08g006290.3.1	
OG0021603	Solyc08g006450.1.1	
OG0021604	Solyc08g006670.3.1	
OG0021605	Solyc08g006710.3.1	
OG0021606	Solyc08g006840.3.1	
OG0021607	Solyc08g006900.3.1	
OG0021608	Solyc08g006903.1.1	
OG0021609	Solyc08g006920.3.1	
OG0021610	Solyc08g007015.1.1	
OG0021611	Solyc08g007070.2.1	
OG0021612	Solyc08g007090.3.1	
OG0021613	Solyc08g007140.4.1	
OG0021614	Solyc08g007255.1.1	
OG0021615	Solyc08g007280.2.1	
OG0021616	Solyc08g007290.3.1	
OG0021617	Solyc08g007400.4.1	
OG0021618	Solyc08g007550.1.1	
OG0021619	Solyc08g007570.4.1	
OG0021620	Solyc08g007640.1.1	
OG0021621	Solyc08g007710.3.1	
OG0021622	Solyc08g007780.3.1	
OG0021623	Solyc08g007805.1.1	
OG0021624	Solyc08g007835.1.1	
OG0021625	Solyc08g007850.1.1	
OG0021626	Solyc08g008015.1.1	
OG0021627	Solyc08g008120.4.1	
OG0021628	Solyc08g008160.4.1	
OG0021629	Solyc08g008230.3.1	
OG0021630	Solyc08g150104.1.1	
OG0021631	Solyc08g008300.1.1	
OG0021632	Solyc08g008400.1.1	
OG0021633	Solyc08g008420.3.1	
OG0021634	Solyc08g008440.2.1	
OG0021635	Solyc08g008453.1.1	
OG0021636	Solyc08g008457.1.1	
OG0021637	Solyc08g008470.2.1	
OG0021638	Solyc08g008495.1.1	
OG0021639	Solyc08g008590.4.1	
OG0021640	Solyc08g008640.3.1	
OG0021641	Solyc08g008650.1.1	
OG0021642	Solyc08g013803.1.1	
OG0021643	Solyc08g013807.1.1	
OG0021644	Solyc08g013950.1.1	
OG0021645	Solyc08g014015.1.1	
OG0021646	Solyc08g014105.1.1	
OG0021647	Solyc08g014170.1.1	
OG0021648	Solyc08g014397.1.1	
OG0021649	Solyc08g014565.1.1	
OG0021650	Solyc08g015620.3.1	
OG0021651	Solyc08g015640.1.1	
OG0021652	Solyc08g015810.2.1	
OG0021653	Solyc08g015820.1.1	
OG0021654	Solyc08g016060.1.1	
OG0021655	Solyc08g016070.3.1	
OG0021656	Solyc08g016075.1.1	
OG0021657	Solyc08g016250.1.1	
OG0021658	Solyc08g016260.1.1	
OG0021659	Solyc08g016313.1.1	
OG0021660	Solyc08g016380.1.1	
OG0021661	Solyc08g016400.1.1	
OG0021662	Solyc08g016410.1.1	
OG0021663	Solyc08g016415.1.1	
OG0021664	Solyc08g016430.1.1	
OG0021665	Solyc08g016570.1.1	
OG0021666	Solyc08g016650.1.1	
OG0021667	Solyc08g016673.1.1	
OG0021668	Solyc08g016760.1.1	
OG0021669	Solyc08g016763.1.1	
OG0021670	Solyc08g016804.1.1	
OG0021671	Solyc08g016805.1.1	
OG0021672	Solyc08g036660.4.1	
OG0021673	Solyc08g036610.3.1	
OG0021674	Solyc08g036580.1.1	
OG0021675	Solyc08g036530.1.1	
OG0021676	Solyc08g036535.1.1	
OG0021677	Solyc08g036537.1.1	
OG0021678	Solyc08g036500.1.1	
OG0021679	Solyc08g036505.2.1	
OG0021680	Solyc08g036507.1.1	
OG0021681	Solyc08g036410.1.1	
OG0021682	Solyc08g048570.1.1	
OG0021683	Solyc08g048560.2.1	
OG0021684	Solyc08g048520.1.1	
OG0021685	Solyc08g048510.1.1	
OG0021686	Solyc08g048503.1.1	
OG0021687	Solyc08g048460.2.1	
OG0021688	Solyc08g048440.1.1	
OG0021689	Solyc08g048395.1.1	
OG0021690	Solyc08g048350.1.1	
OG0021691	Solyc08g048320.1.1	
OG0021692	Solyc08g048300.3.1	
OG0021693	Solyc08g048250.4.1	
OG0021694	Solyc08g048230.2.1	
OG0021695	Solyc08g048190.1.1	
OG0021696	Solyc08g048180.1.1	
OG0021697	Solyc08g048170.1.1	
OG0021698	Solyc08g048160.1.1	
OG0021699	Solyc08g048150.1.1	
OG0021700	Solyc08g048070.1.1	
OG0021701	Solyc08g048010.1.1	
OG0021702	Solyc08g047960.1.1	
OG0021703	Solyc08g047880.1.1	
OG0021704	Solyc08g045880.2.1	
OG0021705	Solyc08g045760.1.1	
OG0021706	Solyc08g045750.1.1	
OG0021707	Solyc08g045730.1.1	
OG0021708	Solyc08g045733.1.1	
OG0021709	Solyc08g044610.3.1	
OG0021710	Solyc08g044440.1.1	
OG0021711	Solyc08g044445.1.1	
OG0021712	Solyc08g044410.1.1	
OG0021713	Solyc08g044280.1.1	
OG0021714	Solyc08g044240.1.1	
OG0021715	Solyc08g044247.1.1	
OG0021716	Solyc08g043190.1.1	
OG0021717	Solyc08g043147.1.1	
OG0021718	Solyc08g042120.1.1	
OG0021719	Solyc08g042090.1.1	
OG0021720	Solyc08g042060.2.1	
OG0021721	Solyc08g042040.4.1	
OG0021722	Solyc08g042025.1.1	
OG0021723	Solyc08g041970.1.1	
OG0021724	Solyc08g041930.1.1	
OG0021725	Solyc08g041920.1.1	
OG0021726	Solyc08g150118.1.1	
OG0021727	Solyc08g041880.2.1	
OG0021728	Solyc08g041865.1.1	
OG0021729	Solyc08g041800.4.1	
OG0021730	Solyc08g041750.3.1	
OG0021731	Solyc08g041700.1.1	
OG0021732	Solyc08g041680.1.1	
OG0021733	Solyc08g023650.3.1	
OG0021734	Solyc08g023645.1.1	
OG0021735	Solyc08g023600.1.1	
OG0021736	Solyc08g023540.1.1	
OG0021737	Solyc08g023530.1.1	
OG0021738	Solyc08g023520.1.1	
OG0021739	Solyc08g023510.3.1	
OG0021740	Solyc08g023495.1.1	
OG0021741	Solyc08g023480.1.1	
OG0021742	Solyc08g023410.1.1	
OG0021743	Solyc08g023370.1.1	
OG0021744	Solyc08g023340.4.1	
OG0021745	Solyc08g023345.1.1	
OG0021746	Solyc08g023330.1.1	
OG0021747	Solyc08g023240.1.1	
OG0021748	Solyc08g022220.2.1	
OG0021749	Solyc08g022130.3.1	
OG0021750	Solyc08g022133.1.1	
OG0021751	Solyc08g022137.1.1	
OG0021752	Solyc08g022120.3.1	
OG0021753	Solyc08g022100.1.1	
OG0021754	Solyc08g022080.4.1	
OG0021755	Solyc08g150112.1.1	
OG0021756	Solyc08g022060.2.1	
OG0021757	Solyc08g022020.1.1	
OG0021758	Solyc08g021930.2.1	
OG0021759	Solyc08g021880.1.1	
OG0021760	Solyc08g021820.3.1	
OG0021761	Solyc08g021795.1.1	
OG0021762	Solyc08g029380.1.1	
OG0021763	Solyc08g029360.4.1	
OG0021764	Solyc08g029340.1.1	
OG0021765	Solyc08g029342.1.1	
OG0021766	Solyc08g029344.1.1	
OG0021767	Solyc08g029346.1.1	
OG0021768	Solyc08g029300.3.1	
OG0021769	Solyc08g029280.2.1	
OG0021770	Solyc08g029250.1.1	
OG0021771	Solyc08g029240.3.1	
OG0021772	Solyc08g029235.1.1	
OG0021773	Solyc08g029070.2.1	
OG0021774	Solyc08g029020.1.1	
OG0021775	Solyc08g028980.1.1	
OG0021776	Solyc08g150115.1.1	
OG0021777	Solyc08g028950.3.1	
OG0021778	Solyc08g028860.1.1	
OG0021779	Solyc08g028785.1.1	
OG0021780	Solyc08g028770.1.1	
OG0021781	Solyc08g028750.1.1	
OG0021782	Solyc08g028740.1.1	
OG0021783	Solyc08g028705.1.1	
OG0021784	Solyc08g028697.1.1	
OG0021785	Solyc08g059650.1.1	
OG0021786	Solyc08g059690.1.1	
OG0021787	Solyc08g059710.4.1	
OG0021788	Solyc08g059740.1.1	
OG0021789	Solyc08g059790.1.1	
OG0021790	Solyc08g060830.4.1	
OG0021791	Solyc08g060925.1.1	
OG0021792	Solyc08g060960.1.1	
OG0021793	Solyc08g061025.1.1	
OG0021794	Solyc08g061060.3.1	
OG0021795	Solyc08g061070.1.1	
OG0021796	Solyc08g061190.1.1	
OG0021797	Solyc08g061210.3.1	
OG0021798	Solyc08g061260.4.1	
OG0021799	Solyc08g061270.1.1	
OG0021800	Solyc08g061450.3.1	
OG0021801	Solyc08g150124.1.1	
OG0021802	Solyc08g061660.1.1	
OG0021803	Solyc08g061665.1.1	
OG0021804	Solyc08g061735.1.1	
OG0021805	Solyc08g061800.3.1	
OG0021806	Solyc08g061830.1.1	
OG0021807	Solyc08g061840.1.1	
OG0021808	Solyc08g061900.1.1	
OG0021809	Solyc08g150125.1.1	
OG0021810	Solyc08g061935.1.1	
OG0021811	Solyc08g061950.1.1	
OG0021812	Solyc08g062030.1.1	
OG0021813	Solyc08g062040.2.1	
OG0021814	Solyc08g062160.1.1	
OG0021815	Solyc08g062370.3.1	
OG0021816	Solyc08g062380.1.1	
OG0021817	Solyc08g062390.1.1	
OG0021818	Solyc08g062430.1.1	
OG0021819	Solyc08g062437.1.1	
OG0021820	Solyc08g062570.1.1	
OG0021821	Solyc08g150127.1.1	
OG0021822	Solyc08g062640.3.1	
OG0021823	Solyc08g062650.2.1	
OG0021824	Solyc08g062690.2.1	
OG0021825	Solyc08g062783.1.1	
OG0021826	Solyc08g062865.1.1	
OG0021827	Solyc08g062870.1.1	
OG0021828	Solyc08g063020.1.1	
OG0021829	Solyc08g063030.2.1	
OG0021830	Solyc08g063035.1.1	
OG0021831	Solyc08g063055.1.1	
OG0021832	Solyc08g063120.1.1	
OG0021833	Solyc08g150130.1.1	
OG0021834	Solyc08g150131.1.1	
OG0021835	Solyc08g065210.1.1	
OG0021836	Solyc08g065230.1.1	
OG0021837	Solyc08g065240.1.1	
OG0021838	Solyc08g065380.3.1	
OG0021839	Solyc08g065410.3.1	
OG0021840	Solyc08g065450.2.1	
OG0021841	Solyc08g065470.4.1	
OG0021842	Solyc08g065627.1.1	
OG0021843	Solyc08g065850.1.1	
OG0021844	Solyc08g065910.1.1	
OG0021845	Solyc08g066000.2.1	
OG0021846	Solyc08g066030.3.1	
OG0021847	Solyc08g066060.2.1	
OG0021848	Solyc08g066140.3.1	
OG0021849	Solyc08g066130.1.1	
OG0021850	Solyc08g066150.1.1	
OG0021851	Solyc08g066230.2.1	
OG0021852	Solyc08g066335.1.1	
OG0021853	Solyc08g066460.3.1	
OG0021854	Solyc08g066520.3.1	
OG0021855	Solyc08g066560.3.1	
OG0021856	Solyc08g066610.3.1	
OG0021857	Solyc08g066620.3.1	
OG0021858	Solyc08g066630.2.1	
OG0021859	Solyc08g066710.2.1	
OG0021860	Solyc08g066970.2.1	
OG0021861	Solyc08g067000.3.1	
OG0021862	Solyc08g150137.1.1	
OG0021863	Solyc08g067220.1.1	
OG0021864	Solyc08g067280.1.1	
OG0021865	Solyc08g067320.3.1	
OG0021866	Solyc08g067330.1.1	
OG0021867	Solyc08g067340.4.1	
OG0021868	Solyc08g067350.2.1	
OG0021869	Solyc08g067380.1.1	
OG0021870	Solyc08g067430.4.1	
OG0021871	Solyc08g067480.4.1	
OG0021872	Solyc08g067640.1.1	
OG0021873	Solyc08g067670.3.1	
OG0021874	Solyc08g067690.2.1	
OG0021875	Solyc08g067700.1.1	
OG0021876	Solyc08g067710.1.1	
OG0021877	Solyc08g067730.2.1	
OG0021878	Solyc08g067740.4.1	
OG0021879	Solyc08g067793.1.1	
OG0021880	Solyc08g067796.1.1	
OG0021881	Solyc08g067870.2.1	
OG0021882	Solyc08g068010.2.1	
OG0021883	Solyc08g068030.1.1	
OG0021884	Solyc08g068040.3.1	
OG0021885	Solyc08g068075.1.1	
OG0021886	Solyc08g068110.1.1	
OG0021887	Solyc08g068140.4.1	
OG0021888	Solyc08g068260.1.1	
OG0021889	Solyc08g068410.3.1	
OG0021890	Solyc08g068440.4.1	
OG0021891	Solyc08g068480.1.1	
OG0021892	Solyc08g068740.2.1	
OG0021893	Solyc08g068850.3.1	
OG0021894	Solyc08g068940.1.1	
OG0021895	Solyc08g068950.1.1	
OG0021896	Solyc08g069095.1.1	
OG0021897	Solyc08g069120.4.1	
OG0021898	Solyc08g069200.2.1	
OG0021899	Solyc08g069210.1.1	
OG0021900	Solyc08g069233.1.1	
OG0021901	Solyc08g074230.1.1	
OG0021902	Solyc08g074310.1.1	
OG0021903	Solyc08g074320.1.1	
OG0021904	Solyc08g074350.3.1	
OG0021905	Solyc08g074590.2.1	
OG0021906	Solyc08g074720.2.1	
OG0021907	Solyc08g074770.3.1	
OG0021908	Solyc08g150141.1.1	
OG0021909	Solyc08g074890.4.1	
OG0021910	Solyc08g075040.1.1	
OG0021911	Solyc08g075047.1.1	
OG0021912	Solyc08g075150.3.1	
OG0021913	Solyc08g075190.1.1	
OG0021914	Solyc08g075260.1.1	
OG0021915	Solyc08g075270.1.1	
OG0021916	Solyc08g075370.3.1	
OG0021917	Solyc08g075560.1.1	
OG0021918	Solyc08g075597.1.1	
OG0021919	Solyc08g075740.1.1	
OG0021920	Solyc08g075770.3.1	
OG0021921	Solyc08g076070.1.1	
OG0021922	Solyc08g076110.2.1	
OG0021923	Solyc08g076170.1.1	
OG0021924	Solyc08g076180.3.1	
OG0021925	Solyc08g076190.3.1	
OG0021926	Solyc08g076520.3.1	
OG0021927	Solyc08g076560.1.1	
OG0021928	Solyc08g150145.1.1	
OG0021929	Solyc08g076683.1.1	
OG0021930	Solyc08g150146.1.1	
OG0021931	Solyc08g076740.4.1	
OG0021932	Solyc08g076770.4.1	
OG0021933	Solyc08g076880.3.1	
OG0021934	Solyc08g076883.1.1	
OG0021935	Solyc08g076887.1.1	
OG0021936	Solyc08g076950.3.1	
OG0021937	Solyc08g077020.1.1	
OG0021938	Solyc08g077070.3.1	
OG0021939	Solyc08g077120.2.1	
OG0021940	Solyc08g077130.2.1	
OG0021941	Solyc08g077190.1.1	
OG0021942	Solyc08g077380.4.1	
OG0021943	Solyc08g077410.4.1	
OG0021944	Solyc08g077450.4.1	
OG0021945	Solyc08g077540.2.1	
OG0021946	Solyc08g077710.3.1	
OG0021947	Solyc08g077760.3.1	
OG0021948	Solyc08g077810.2.1	
OG0021949	Solyc08g077825.1.1	
OG0021950	Solyc08g077870.4.1	
OG0021951	Solyc08g077880.3.1	
OG0021952	Solyc08g078020.1.1	
OG0021953	Solyc08g078095.1.1	
OG0021954	Solyc08g078110.1.1	
OG0021955	Solyc08g078190.2.1	
OG0021956	Solyc08g078310.3.1	
OG0021957	Solyc08g078345.1.1	
OG0021958	Solyc08g078350.1.1	
OG0021959	Solyc08g078360.1.1	
OG0021960	Solyc08g078690.3.1	
OG0021961	Solyc08g078740.1.1	
OG0021962	Solyc08g078810.1.1	
OG0021963	Solyc08g078830.1.1	
OG0021964	Solyc08g078843.1.1	
OG0021965	Solyc08g078847.1.1	
OG0021966	Solyc08g078870.3.1	
OG0021967	Solyc08g078885.1.1	
OG0021968	Solyc08g078930.1.1	
OG0021969	Solyc08g078970.1.1	
OG0021970	Solyc08g078980.1.1	
OG0021971	Solyc08g079000.4.1	
OG0021972	Solyc08g079055.1.1	
OG0021973	Solyc08g079070.2.1	
OG0021974	Solyc08g079130.1.1	
OG0021975	Solyc08g079140.1.1	
OG0021976	Solyc08g079250.4.1	
OG0021977	Solyc08g079540.4.1	
OG0021978	Solyc08g079560.1.1	
OG0021979	Solyc08g079810.4.1	
OG0021980	Solyc08g079940.1.1	
OG0021981	Solyc08g079960.1.1	
OG0021982	Solyc08g080230.1.1	
OG0021983	Solyc08g080453.1.1	
OG0021984	Solyc08g080560.3.1	
OG0021985	Solyc08g080590.3.1	
OG0021986	Solyc08g080990.3.1	
OG0021987	Solyc08g081100.4.1	
OG0021988	Solyc08g081110.2.1	
OG0021989	Solyc08g081255.1.1	
OG0021990	Solyc08g081440.2.1	
OG0021991	Solyc08g081460.2.1	
OG0021992	Solyc08g081660.2.1	
OG0021993	Solyc08g081670.3.1	
OG0021994	Solyc08g081765.1.1	
OG0021995	Solyc08g081860.1.1	
OG0021996	Solyc08g081870.3.1	
OG0021997	Solyc08g081945.1.1	
OG0021998	Solyc08g082090.1.1	
OG0021999	Solyc08g082120.2.1	
OG0022000	Solyc08g082230.3.1	
OG0022001	Solyc08g082240.1.1	
OG0022002	Solyc08g082290.4.1	
OG0022003	Solyc08g082300.3.1	
OG0022004	Solyc08g082330.3.1	
OG0022005	Solyc08g150148.1.1	
OG0022006	Solyc08g082353.1.1	
OG0022007	Solyc08g082357.1.1	
OG0022008	Solyc08g082500.2.1	
OG0022009	Solyc08g082800.3.1	
OG0022010	Solyc08g083000.2.1	
OG0022011	Solyc08g083100.3.1	
OG0022012	Solyc08g083150.1.1	
OG0022013	Solyc08g083200.3.1	
OG0022014	Solyc08g150150.1.1	
OG0022015	Solyc08g083285.1.1	
OG0022016	Solyc08g083340.1.1	
OG0022017	Solyc09g005035.1.1	
OG0022018	Solyc09g005095.1.1	
OG0022019	Solyc09g005140.2.1	
OG0022020	Solyc09g005220.3.1	
OG0022021	Solyc09g005270.3.1	
OG0022022	Solyc09g005340.3.1	
OG0022023	Solyc09g005470.3.1	
OG0022024	Solyc09g005570.3.1	
OG0022025	Solyc09g005580.4.1	
OG0022026	Solyc09g150100.1.1	
OG0022027	Solyc09g005780.3.1	
OG0022028	Solyc09g005820.1.1	
OG0022029	Solyc09g006005.1.1	
OG0022030	Solyc09g007055.1.1	
OG0022031	Solyc09g007240.3.1	
OG0022032	Solyc09g007390.3.1	
OG0022033	Solyc09g007470.2.1	
OG0022034	Solyc09g150101.1.1	
OG0022035	Solyc09g007720.4.1	
OG0022036	Solyc09g007780.1.1	
OG0022037	Solyc09g007880.1.1	
OG0022038	Solyc09g007930.2.1	
OG0022039	Solyc09g007950.3.1	
OG0022040	Solyc09g007960.1.1	
OG0022041	Solyc09g008145.1.1	
OG0022042	Solyc09g008170.3.1	
OG0022043	Solyc09g008207.1.1	
OG0022044	Solyc09g008210.1.1	
OG0022045	Solyc09g008335.1.1	
OG0022046	Solyc09g008500.3.1	
OG0022047	Solyc09g008540.1.1	
OG0022048	Solyc09g008690.3.1	
OG0022049	Solyc09g008980.2.1	
OG0022050	Solyc09g009000.4.1	
OG0022051	Solyc09g009060.1.1	
OG0022052	Solyc09g009300.4.1	
OG0022053	Solyc09g009340.3.1	
OG0022054	Solyc09g009440.3.1	
OG0022055	Solyc09g009450.2.1	
OG0022056	Solyc09g009460.4.1	
OG0022057	Solyc09g009590.1.1	
OG0022058	Solyc09g009650.3.1	
OG0022059	Solyc09g009710.4.1	
OG0022060	Solyc09g009720.2.1	
OG0022061	Solyc09g009895.1.1	
OG0022062	Solyc09g009900.4.1	
OG0022063	Solyc09g009930.2.1	
OG0022064	Solyc09g010120.2.1	
OG0022065	Solyc09g010250.1.1	
OG0022066	Solyc09g010260.4.1	
OG0022067	Solyc09g010270.1.1	
OG0022068	Solyc09g010430.1.1	
OG0022069	Solyc09g010480.1.1	
OG0022070	Solyc09g010565.1.1	
OG0022071	Solyc09g010570.1.1	
OG0022072	Solyc09g010580.3.1	
OG0022073	Solyc09g010605.1.1	
OG0022074	Solyc09g010730.1.1	
OG0022075	Solyc09g010750.3.1	
OG0022076	Solyc09g010760.2.1	
OG0022077	Solyc09g010890.1.1	
OG0022078	Solyc09g010900.1.1	
OG0022079	Solyc09g010910.3.1	
OG0022080	Solyc09g150103.1.1	
OG0022081	Solyc09g150104.1.1	
OG0022082	Solyc09g010980.1.1	
OG0022083	Solyc09g011140.4.1	
OG0022084	Solyc09g011227.1.1	
OG0022085	Solyc09g011260.2.1	
OG0022086	Solyc09g011280.1.1	
OG0022087	Solyc09g011400.1.1	
OG0022088	Solyc09g011520.3.1	
OG0022089	Solyc09g011610.3.1	
OG0022090	Solyc09g011620.2.1	
OG0022091	Solyc09g011900.1.1	
OG0022092	Solyc09g011980.1.1	
OG0022093	Solyc09g013070.3.1	
OG0022094	Solyc09g013160.3.1	
OG0022095	Solyc09g014410.3.1	
OG0022096	Solyc09g014430.1.1	
OG0022097	Solyc09g014460.1.1	
OG0022098	Solyc09g014470.2.1	
OG0022099	Solyc09g014540.3.1	
OG0022100	Solyc09g014565.1.1	
OG0022101	Solyc09g014590.3.1	
OG0022102	Solyc09g014600.1.1	
OG0022103	Solyc09g014643.1.1	
OG0022104	Solyc09g014750.1.1	
OG0022105	Solyc09g014870.1.1	
OG0022106	Solyc09g014910.4.1	
OG0022107	Solyc09g014950.2.1	
OG0022108	Solyc09g150109.1.1	
OG0022109	Solyc09g014997.1.1	
OG0022110	Solyc09g015000.4.1	
OG0022111	Solyc09g015010.2.1	
OG0022112	Solyc09g015030.1.1	
OG0022113	Solyc09g015145.1.1	
OG0022114	Solyc09g015160.2.1	
OG0022115	Solyc09g015190.2.1	
OG0022116	Solyc09g015245.1.1	
OG0022117	Solyc09g015250.1.1	
OG0022118	Solyc09g015290.1.1	
OG0022119	Solyc09g015380.1.1	
OG0022120	Solyc09g015430.3.1	
OG0022121	Solyc09g015450.3.1	
OG0022122	Solyc09g015457.1.1	
OG0022123	Solyc09g015460.3.1	
OG0022124	Solyc09g150113.1.1	
OG0022125	Solyc09g015585.1.1	
OG0022126	Solyc09g015660.4.1	
OG0022127	Solyc09g015700.4.1	
OG0022128	Solyc09g015705.1.1	
OG0022129	Solyc09g015730.1.1	
OG0022130	Solyc09g015780.2.1	
OG0022131	Solyc09g015840.4.1	
OG0022132	Solyc09g015890.4.1	
OG0022133	Solyc09g015900.1.1	
OG0022134	Solyc09g015910.1.1	
OG0022135	Solyc09g015920.1.1	
OG0022136	Solyc09g016940.4.1	
OG0022137	Solyc09g018000.1.1	
OG0022138	Solyc09g018010.3.1	
OG0022139	Solyc09g018080.3.1	
OG0022140	Solyc09g018140.1.1	
OG0022141	Solyc09g018180.3.1	
OG0022142	Solyc09g018200.1.1	
OG0022143	Solyc09g018320.1.1	
OG0022144	Solyc09g018330.3.1	
OG0022145	Solyc09g018340.2.1	
OG0022146	Solyc09g018410.3.1	
OG0022147	Solyc09g018440.2.1	
OG0022148	Solyc09g018500.3.1	
OG0022149	Solyc09g018550.1.1	
OG0022150	Solyc09g018590.1.1	
OG0022151	Solyc09g018610.1.1	
OG0022152	Solyc09g018650.3.1	
OG0022153	Solyc09g018680.1.1	
OG0022154	Solyc09g018720.3.1	
OG0022155	Solyc09g018740.1.1	
OG0022156	Solyc09g018755.1.1	
OG0022157	Solyc09g018780.4.1	
OG0022158	Solyc09g018800.2.1	
OG0022159	Solyc09g018805.1.1	
OG0022160	Solyc09g150115.1.1	
OG0022161	Solyc09g018830.2.1	
OG0022162	Solyc09g018900.3.1	
OG0022163	Solyc09g019990.1.1	
OG0022164	Solyc09g020013.1.1	
OG0022165	Solyc09g020150.4.1	
OG0022166	Solyc09g020195.1.1	
OG0022167	Solyc09g037140.1.1	
OG0022168	Solyc09g037150.1.1	
OG0022169	Solyc09g042230.2.1	
OG0022170	Solyc09g042250.2.1	
OG0022171	Solyc09g042330.2.1	
OG0022172	Solyc09g042370.1.1	
OG0022173	Solyc09g042420.1.1	
OG0022174	Solyc09g042430.2.1	
OG0022175	Solyc09g042510.1.1	
OG0022176	Solyc09g042520.1.1	
OG0022177	Solyc09g042570.1.1	
OG0022178	Solyc09g042575.1.1	
OG0022179	Solyc09g042630.1.1	
OG0022180	Solyc09g042650.2.1	
OG0022181	Solyc09g042665.1.1	
OG0022182	Solyc09g042670.4.1	
OG0022183	Solyc09g042690.2.1	
OG0022184	Solyc09g042700.4.1	
OG0022185	Solyc09g042705.1.1	
