Orthogroup	pepper	lycopersicum
OG0008039	PHT74770.1	Solyc01g096400.4.1
OG0008040	PHT74785.1	Solyc01g096450.4.1
OG0008041	PHT74786.1	Solyc01g096460.2.1
OG0008042	PHT74787.1	Solyc01g096470.3.1
OG0008043	PHT74788.1	Solyc01g096480.2.1
OG0008044	PHT74789.1	Solyc01g096490.3.1
OG0008045	PHT74790.1	Solyc01g096500.3.1
OG0008046	PHT74816.1	Solyc01g096510.2.1
OG0008047	PHT74817.1	Solyc01g096520.3.1
OG0008048	PHT74821.1	Solyc01g096560.3.1
OG0008049	PHT74822.1	Solyc01g096570.3.1
OG0008050	PHT74833.1	Solyc01g096600.4.1
OG0008051	PHT74835.1	Solyc01g096670.4.1
OG0008052	PHT74837.1	Solyc01g096690.3.1
OG0008053	PHT74839.1	Solyc01g096710.4.1
OG0008054	PHT74846.1	Solyc01g096760.3.1
OG0008055	PHT74847.1	Solyc01g096780.4.1
OG0008056	PHT74848.1	Solyc01g096790.4.1
OG0008057	PHT74849.1	Solyc01g096800.3.1
OG0008058	PHT74850.1	Solyc01g096810.3.1
OG0008059	PHT74851.1	Solyc01g096820.4.1
OG0008060	PHT74855.1	Solyc01g096860.3.1
OG0008061	PHT74857.1	Solyc01g096890.4.1
OG0008062	PHT74858.1	Solyc01g096900.3.1
OG0008063	PHT74862.1	Solyc01g096920.3.1
OG0008064	PHT74863.1	Solyc01g096930.3.1
OG0008065	PHT74866.1	Solyc01g096990.4.1
OG0008066	PHT74867.1	Solyc01g097000.3.1
OG0008067	PHT74868.1	Solyc01g097010.3.1
OG0008068	PHT74869.1	Solyc01g097040.4.1
OG0008069	PHT74870.1	Solyc01g097050.4.1
OG0008070	PHT74871.1	Solyc01g097070.4.1
OG0008071	PHT74877.1	Solyc01g097110.2.1
OG0008072	PHT74878.1	Solyc01g097120.3.1
OG0008073	PHT74880.1	Solyc01g097140.4.1
OG0008074	PHT74881.1	Solyc01g097160.3.1
OG0008075	PHT74882.1	Solyc01g097180.2.1
OG0008076	PHT74890.1	Solyc01g097230.4.1
OG0008077	PHT74894.1	Solyc01g097250.4.1
OG0008078	PHT74897.1	Solyc01g097290.4.1
OG0008079	PHT74900.1	Solyc01g097300.4.1
OG0008080	PHT74901.1	Solyc01g097310.3.1
OG0008081	PHT74906.1	Solyc01g097350.4.1
OG0008082	PHT74907.1	Solyc01g097360.4.1
OG0008083	PHT74908.1	Solyc01g097370.1.1
OG0008084	PHT74914.1	Solyc01g097440.3.1
OG0008085	PHT74917.1	Solyc01g097490.1.1
OG0008086	PHT74918.1	Solyc01g097500.4.1
OG0008087	PHT74926.1	Solyc01g097600.2.1
OG0008088	PHT74932.1	Solyc01g097670.4.1
OG0008089	PHT74939.1	Solyc01g097730.4.1
OG0008090	PHT74940.1	Solyc01g097740.3.1
OG0008091	PHT74965.1	Solyc01g097770.4.1
OG0008092	PHT74967.1	Solyc01g097790.3.1
OG0008093	PHT74968.1	Solyc01g097800.3.1
OG0008094	PHT74972.1	Solyc01g097820.4.1
OG0008095	PHT74973.1	Solyc01g097830.2.1
OG0008096	PHT74974.1	Solyc01g097840.3.1
OG0008097	PHT74975.1	Solyc01g097860.4.1
OG0008098	PHT74978.1	Solyc01g097880.4.1
OG0008099	PHT74979.1	Solyc01g097890.2.1
OG0008100	PHT74980.1	Solyc01g097910.2.1
OG0008101	PHT74983.1	Solyc01g097960.3.1
OG0008102	PHT74984.1	Solyc01g097970.4.1
OG0008103	PHT74985.1	Solyc01g097980.3.1
OG0008104	PHT74990.1	Solyc01g098020.2.1
OG0008105	PHT74992.1	Solyc01g098030.4.1
OG0008106	PHT74993.1	Solyc01g098040.3.1
OG0008108	PHT75000.1	Solyc01g098080.3.1
OG0008109	PHT75001.1	Solyc01g098100.2.1
OG0008110	PHT75002.1	Solyc01g098110.4.1
OG0008111	PHT75007.1	Solyc01g098160.3.1
OG0008112	PHT75014.1	Solyc01g098180.3.1
OG0008113	PHT75018.1	Solyc01g098210.3.1
OG0008114	PHT75019.1	Solyc01g098220.2.1
OG0008115	PHT75022.1	Solyc01g098240.3.1
OG0008116	PHT75023.1	Solyc01g098250.4.1
OG0008117	PHT75034.1	Solyc01g098390.3.1
OG0008118	PHT75035.1	Solyc01g098400.3.1
OG0008119	PHT75039.1	Solyc01g098430.3.1
OG0008120	PHT75040.1	Solyc01g098440.3.1
OG0008121	PHT90956.1	Solyc01g098450.4.1
OG0008122	PHT75042.1	Solyc01g098460.4.1
OG0008123	PHT75045.1	Solyc01g098490.3.1
OG0008124	PHT61263.1	Solyc01g098550.3.1
OG0008125	PHT75048.1	Solyc01g098560.3.1
OG0008126	PHT75049.1	Solyc01g098570.2.1
OG0008127	PHT75052.1	Solyc01g098580.3.1
OG0008128	PHT75057.1	Solyc01g098600.3.1
OG0008129	PHT75063.1	Solyc01g098630.3.1
OG0008130	PHT75064.1	Solyc01g098640.3.1
OG0008131	PHT75066.1	Solyc01g098670.3.1
OG0008132	PHT75069.1	Solyc01g098700.4.1
OG0008133	PHT75071.1	Solyc01g098720.3.1
OG0008134	PHT62821.1	Solyc01g098750.3.1
OG0008135	PHT62822.1	Solyc01g098760.4.1
OG0008136	PHT62823.1	Solyc01g098770.1.1
OG0008137	PHT62824.1	Solyc01g098780.3.1
OG0008138	PHT62825.1	Solyc01g098790.2.1
OG0008139	PHT62826.1	Solyc01g098800.4.1
OG0008140	PHT63035.1	Solyc01g098840.3.1
OG0008141	PHT63034.1	Solyc01g098850.3.1
OG0008142	PHT63033.1	Solyc01g098860.3.1
OG0008143	PHT63032.1	Solyc01g098870.3.1
OG0008144	PHT63030.1	Solyc01g098900.3.1
OG0008145	PHT63026.1	Solyc01g098920.4.1
OG0008146	PHT63147.1	Solyc01g098930.3.1
OG0008147	PHT63148.1	Solyc01g098940.3.1
OG0008148	PHT63151.1	Solyc01g098970.3.1
OG0008149	PHT63154.1	Solyc01g098990.4.1
OG0008150	PHT63155.1	Solyc01g099000.1.1
OG0008151	PHT63186.1	Solyc01g099110.4.1
OG0008152	PHT63185.1	Solyc01g099120.4.1
OG0008153	PHT63184.1	Solyc01g099130.3.1
OG0008154	PHT63183.1	Solyc01g099140.4.1
OG0008155	PHT63173.1	Solyc01g099230.3.1
OG0008156	PHT63171.1	Solyc01g099240.4.1
OG0008157	PHT63169.1	Solyc01g099260.3.1
OG0008158	PHT63168.1	Solyc01g099270.2.1
OG0008159	PHT63167.1	Solyc01g099280.3.1
OG0008160	PHT63199.1	Solyc01g099290.3.1
OG0008161	PHT63198.1	Solyc01g099300.3.1
OG0008162	PHT63196.1	Solyc01g099320.4.1
OG0008163	PHT63194.1	Solyc01g099340.3.1
OG0008164	PHT61686.1	Solyc01g099370.3.1
OG0008166	PHT79267.1	Solyc01g099520.3.1
OG0008167	PHT79264.1	Solyc01g099540.2.1
OG0008168	PHT79258.1	Solyc01g099600.4.1
OG0008169	PHT62030.1	Solyc01g099620.3.1
OG0008170	PHT62034.1	Solyc01g099650.3.1
OG0008171	PHT62037.1	Solyc01g099680.3.1
OG0008172	PHT62038.1	Solyc01g099690.3.1
OG0008173	PHT62039.1	Solyc01g099700.3.1
OG0008174	PHT62040.1	Solyc01g099710.4.1
OG0008176	PHT62042.1	Solyc01g099740.4.1
OG0008177	PHT62048.1	Solyc01g099800.4.1
OG0008178	PHT62049.1	Solyc01g099820.3.1
OG0008179	PHT62050.1	Solyc01g099830.3.1
OG0008180	PHT62051.1	Solyc01g099840.3.1
OG0008181	PHT62052.1	Solyc01g099850.3.1
OG0008182	PHT62053.1	Solyc01g099860.3.1
OG0008183	PHT68208.1	Solyc01g099880.4.1
OG0008184	PHT62489.1	Solyc01g099910.4.1
OG0008185	PHT62486.1	Solyc01g099930.3.1
OG0008186	PHT62485.1	Solyc01g099940.3.1
OG0008187	PHT62484.1	Solyc01g099950.1.1
OG0008188	PHT62483.1	Solyc01g099960.4.1
OG0008189	PHT62482.1	Solyc01g099970.4.1
OG0008190	PHT62481.1	Solyc01g099980.4.1
OG0008191	PHT62480.1	Solyc01g099990.3.1
OG0008192	PHT62472.1	Solyc01g100030.5.1.1
OG0008193	PHT62471.1	Solyc01g100040.3.1
OG0008194	PHT62470.1	Solyc01g100060.4.1
OG0008195	PHT62469.1	Solyc01g100080.3.1
OG0008196	PHT62465.1	Solyc01g100110.4.1
OG0008197	PHT62464.1	Solyc01g100120.4.1
OG0008198	PHT62462.1	Solyc01g100160.3.1
OG0008199	PHT62461.1	Solyc01g100170.3.1
OG0008200	PHT62460.1	Solyc01g100180.4.1
OG0008201	PHT62459.1	Solyc01g100190.4.1
OG0008202	PHT62456.1	Solyc01g100210.3.1
OG0008203	PHT62455.1	Solyc01g100220.3.1
OG0008204	PHT62452.1	Solyc01g100230.3.1
OG0008205	PHT62449.1	Solyc01g100260.4.1
OG0008206	PHT62448.1	Solyc01g100270.4.1
OG0008207	PHT62447.1	Solyc01g100280.4.1
OG0008208	PHT62446.1	Solyc01g100310.2.1
OG0008209	PHT62445.1	Solyc01g100320.3.1
OG0008210	PHT61569.1	Solyc01g100330.3.1
OG0008211	PHT61568.1	Solyc01g100340.4.1
OG0008212	PHT61565.1	Solyc01g100370.3.1
OG0008213	PHT61563.1	Solyc01g100380.4.1
OG0008214	PHT61561.1	Solyc01g100400.3.1
OG0008215	PHT61557.1	Solyc01g100420.3.1
OG0008216	PHT61556.1	Solyc01g100430.3.1
OG0008217	PHT61555.1	Solyc01g100440.3.1
OG0008218	PHT61554.1	Solyc01g100450.1.1
OG0008219	PHT63043.1	Solyc01g100460.3.1
OG0008220	PHT63044.1	Solyc01g100490.4.1
OG0008221	PHT63046.1	Solyc01g100500.3.1
OG0008222	PHT63048.1	Solyc01g100520.3.1
OG0008223	PHT63056.1	Solyc01g100540.4.1
OG0008224	PHT63058.1	Solyc01g100570.4.1
OG0008225	PHT63059.1	Solyc01g100580.3.1
OG0008226	PHT63061.1	Solyc01g100600.4.1
OG0008227	PHT63062.1	Solyc01g100610.3.1
OG0008228	PHT63063.1	Solyc01g100620.3.1
OG0008229	PHT63065.1	Solyc01g100650.3.1
OG0008230	PHT63066.1	Solyc01g100660.4.1
OG0008231	PHT63070.1	Solyc01g100690.3.1
OG0008232	PHT63074.1	Solyc01g100720.3.1
OG0008233	PHT63075.1	Solyc01g100730.3.1
OG0008234	PHT63079.1	Solyc01g100780.3.1
OG0008235	PHT63080.1	Solyc01g100790.1.1
OG0008236	PHT63081.1	Solyc01g100800.2.1
OG0008237	PHT63083.1	Solyc01g100820.3.1
OG0008238	PHT63084.1	Solyc01g100830.2.1
OG0008239	PHT63085.1	Solyc01g100840.3.1
OG0008240	PHT62229.1	Solyc01g100930.3.1
OG0008241	PHT62230.1	Solyc01g100940.2.1
OG0008242	PHT62235.1	Solyc01g100990.3.1
OG0008243	PHT62236.1	Solyc01g101000.3.1
OG0008244	PHT62237.1	Solyc01g101010.4.1
OG0008245	PHT62241.1	Solyc01g101050.3.1
OG0008246	PHT62249.1	Solyc01g101090.3.1
OG0008247	PHT62558.1	Solyc01g101110.3.1
OG0008248	PHT62557.1	Solyc01g101120.4.1
OG0008249	PHT62556.1	Solyc01g101130.3.1
OG0008250	PHT62554.1	Solyc01g101140.4.1
OG0008251	PHT62553.1	Solyc01g101150.3.1
OG0008252	PHT62552.1	Solyc01g101160.2.1
OG0008253	PHT62550.1	Solyc01g101225.1.1
OG0008254	PHT62549.1	Solyc01g101240.4.1
OG0008255	PHT62548.1	Solyc01g101250.3.1
OG0008256	PHT62547.1	Solyc01g101260.2.1
OG0008257	PHT62543.1	Solyc01g102290.3.1
OG0008258	PHT62539.1	Solyc01g102320.2.1
OG0008259	PHT62535.1	Solyc01g102370.4.1
OG0008260	PHT62224.1	Solyc01g102410.3.1
OG0008261	PHT62222.1	Solyc01g102470.2.1
OG0008262	PHT62220.1	Solyc01g102490.3.1
OG0008263	PHT62218.1	Solyc01g102510.4.1
OG0008264	PHT62217.1	Solyc01g102520.4.1
OG0008265	PHT62216.1	Solyc01g102530.3.1
OG0008266	PHT62215.1	Solyc01g102540.3.1
OG0008267	PHT62214.1	Solyc01g102550.4.1
OG0008269	PHT62211.1	Solyc01g102610.3.1
OG0008270	PHT62209.1	Solyc01g102660.4.1
OG0008271	PHT62207.1	Solyc01g102680.4.1
OG0008272	PHT62206.1	Solyc01g102690.4.1
OG0008273	PHT62201.1	Solyc01g102720.3.1
OG0008274	PHT62200.1	Solyc01g102730.3.1
OG0008275	PHT62199.1	Solyc01g102740.3.1
OG0008276	PHT74660.1	Solyc01g102770.1.1
OG0008277	PHT62196.1	Solyc01g102790.3.1
OG0008278	PHT62194.1	Solyc01g102810.3.1
OG0008279	PHT62193.1	Solyc01g102820.4.1
OG0008280	PHT62192.1	Solyc01g102830.3.1
OG0008281	PHT62253.1	Solyc01g102880.3.1
OG0008282	PHT63691.1	Solyc01g102940.3.1
OG0008283	PHT63688.1	Solyc01g102970.3.1
OG0008284	PHT63687.1	Solyc01g102980.3.1
OG0008285	PHT63686.1	Solyc01g102990.3.1
OG0008286	PHT63685.1	Solyc01g103010.4.1
OG0008287	PHT63684.1	Solyc01g103020.4.1
OG0008288	PHT63682.1	Solyc01g103040.4.1
OG0008289	PHT63679.1	Solyc01g103060.4.1
OG0008290	PHT63678.1	Solyc01g103080.3.1
OG0008291	PHT63677.1	Solyc01g103090.4.1
OG0008292	PHT63676.1	Solyc01g103100.3.1
OG0008293	PHT63675.1	Solyc01g103110.3.1
OG0008294	PHT63670.1	Solyc01g103150.3.1
OG0008295	PHT63669.1	Solyc01g103160.3.1
OG0008296	PHT63666.1	Solyc01g103190.3.1
OG0008297	PHT63665.1	Solyc01g103200.4.1
OG0008298	PHT63664.1	Solyc01g103220.3.1
OG0008299	PHT63653.1	Solyc01g103350.3.1
OG0008300	PHT63652.1	Solyc01g103360.4.1
OG0008301	PHT63651.1	Solyc01g103370.3.1
OG0008303	PHT63646.1	Solyc01g103410.3.1
OG0008304	PHT63645.1	Solyc01g103420.4.1
OG0008305	PHT63644.1	Solyc01g103430.4.1
OG0008306	PHT63643.1	Solyc01g103440.3.1
OG0008307	PHT63636.1	Solyc01g103530.3.1
OG0008308	PHT63635.1	Solyc01g103540.3.1
OG0008309	PHT63634.1	Solyc01g103550.1.1
OG0008310	PHT63633.1	Solyc01g103560.3.1
OG0008311	PHT63632.1	Solyc01g103570.3.1
OG0008312	PHT61097.1	Solyc01g103595.1.1
OG0008313	PHT63762.1	Solyc01g103640.4.1
OG0008314	PHT63754.1	Solyc01g103690.4.1
OG0008315	PHT63753.1	Solyc01g103700.3.1
OG0008316	PHT63752.1	Solyc01g103710.4.1
OG0008317	PHT63751.1	Solyc01g103720.4.1
OG0008318	PHT63744.1	Solyc01g103780.4.1
OG0008319	PHT63742.1	Solyc01g103800.3.1
OG0008320	PHT63732.1	Solyc01g103890.3.1
OG0008321	PHT63723.1	Solyc01g103950.4.1
OG0008322	PHT63721.1	Solyc01g103960.3.1
OG0008323	PHT63720.1	Solyc01g103990.3.1
OG0008324	PHT63718.1	Solyc01g104000.3.1
OG0008325	PHT63712.1	Solyc01g104040.4.1
OG0008326	PHT63707.1	Solyc01g104070.3.1
OG0008327	PHT63706.1	Solyc01g104080.4.1
OG0008328	PHT63705.1	Solyc01g104090.4.1
OG0008329	PHT61906.1	Solyc01g104130.4.1
OG0008330	PHT61905.1	Solyc01g104140.3.1
OG0008331	PHT61904.1	Solyc01g104160.4.1
OG0008332	PHT61902.1	Solyc01g104180.2.1
OG0008333	PHT61898.1	Solyc01g104190.2.1
OG0008334	PHT61896.1	Solyc01g104220.3.1
OG0008335	PHT61895.1	Solyc01g104230.4.1
OG0008336	PHT61893.1	Solyc01g104250.4.1
OG0008337	PHT61890.1	Solyc01g104290.3.1
OG0008338	PHT61889.1	Solyc01g104300.3.1
OG0008339	PHT61888.1	Solyc01g104310.3.1
OG0008340	PHT61885.1	Solyc01g104340.2.1
OG0008341	PHT61884.1	Solyc01g104350.3.1
OG0008342	PHT88077.1	Solyc01g104400.3.1
OG0008343	PHT62304.1	Solyc01g104410.4.1
OG0008345	PHT62298.1	Solyc01g104460.4.1
OG0008346	PHT62297.1	Solyc01g104470.3.1
OG0008348	PHT62294.1	Solyc01g104490.3.1
OG0008349	PHT62293.1	Solyc01g104500.2.1
OG0008350	PHT62290.1	Solyc01g104530.3.1
OG0008351	PHT62289.1	Solyc01g104550.3.1
OG0008352	PHT62288.1	Solyc01g104560.3.1
OG0008353	PHT62286.1	Solyc01g104580.3.1
OG0008354	PHT62283.1	Solyc01g104600.4.1
OG0008355	PHT61599.1	Solyc01g104630.3.1
OG0008356	PHT61600.1	Solyc01g104640.3.1
OG0008357	PHT61601.1	Solyc01g104660.3.1
OG0008358	PHT81036.1	Solyc01g104740.3.1
OG0008359	PHT61605.1	Solyc01g104750.4.1
OG0008360	PHT61606.1	Solyc01g104760.2.1
OG0008361	PHT66693.1	Solyc01g104780.3.1
OG0008362	PHT64192.1	Solyc01g104790.4.1
OG0008363	PHT64190.1	Solyc01g104820.4.1
OG0008364	PHT64189.1	Solyc01g104830.2.1
OG0008365	PHT64185.1	Solyc01g104880.3.1
OG0008366	PHT64184.1	Solyc01g104900.3.1
OG0008367	PHT64183.1	Solyc01g104910.3.1
OG0008368	PHT64180.1	Solyc01g104980.4.1
OG0008369	PHT64179.1	Solyc01g104990.4.1
OG0008370	PHT64178.1	Solyc01g105000.3.1
OG0008371	PHT64176.1	Solyc01g105020.3.1
OG0008372	PHT64174.1	Solyc01g105040.3.1
OG0008373	PHT64171.1	Solyc01g105060.3.1
OG0008374	PHT64168.1	Solyc01g105080.2.1
OG0008375	PHT64167.1	Solyc01g105090.3.1
OG0008376	PHT64165.1	Solyc01g105110.1.1
OG0008377	PHT64162.1	Solyc01g105130.4.1
OG0008378	PHT64156.1	Solyc01g105220.3.1
OG0008379	PHT64155.1	Solyc01g105230.4.1
OG0008380	PHT64152.1	Solyc01g105270.4.1
OG0008381	PHT64150.1	Solyc01g105290.3.1
OG0008382	PHT64143.1	Solyc01g105330.3.1
OG0008383	PHT64142.1	Solyc01g105340.4.1
OG0008384	PHT64141.1	Solyc01g105370.4.1
OG0008385	PHT64140.1	Solyc01g105410.4.1
OG0008386	PHT64133.1	Solyc01g105460.4.1
OG0008387	PHT64132.1	Solyc01g105500.4.1
OG0008388	PHT64130.1	Solyc01g105510.3.1
OG0008389	PHT64129.1	Solyc01g105520.3.1
OG0008390	PHT64124.1	Solyc01g105600.3.1
OG0008391	PHT64123.1	Solyc01g105630.4.1
OG0008392	PHT64122.1	Solyc01g105650.4.1
OG0008393	PHT64117.1	Solyc01g105690.2.1
OG0008394	PHT64116.1	Solyc01g105700.3.1
OG0008395	PHT64115.1	Solyc01g105710.3.1
OG0008396	PHT64114.1	Solyc01g105720.2.1
OG0008397	PHT64103.1	Solyc01g105780.4.1
OG0008398	PHT64102.1	Solyc01g105790.3.1
OG0008399	PHT64101.1	Solyc01g105800.4.1
OG0008400	PHT64099.1	Solyc01g105820.3.1
OG0008401	PHT64094.1	Solyc01g105860.3.1
OG0008402	PHT62693.1	Solyc01g105940.3.1
OG0008403	PHT65642.1	Solyc01g105970.3.1
OG0008404	PHT64281.1	Solyc01g106000.4.1
OG0008405	PHT64280.1	Solyc01g106010.3.1
OG0008406	PHT64279.1	Solyc01g106020.3.1
OG0008407	PHT64278.1	Solyc01g106030.4.1
OG0008408	PHT64277.1	Solyc01g106040.3.1
OG0008410	PHT64275.1	Solyc01g106060.3.1
OG0008411	PHT64270.1	Solyc01g106090.3.1
OG0008412	PHT64229.1	Solyc01g106160.3.1
OG0008413	PHT88507.1	Solyc01g106200.3.1
OG0008414	PHT64239.1	Solyc01g106280.3.1
OG0008415	PHT64241.1	Solyc01g106320.2.1
OG0008416	PHT64247.1	Solyc01g106370.3.1
OG0008417	PHT64249.1	Solyc01g106400.3.1
OG0008418	PHT64254.1	Solyc01g106440.3.1
OG0008419	PHT64255.1	Solyc01g106450.3.1
OG0008420	PHT64267.1	Solyc01g106530.1.1
OG0008421	PHT76036.1	Solyc01g106560.4.1
OG0008422	PHT64221.1	Solyc01g106580.3.1
OG0008423	PHT64220.1	Solyc01g106590.4.1
OG0008424	PHT64207.1	Solyc01g106650.3.1
OG0008425	PHT64201.1	Solyc01g106680.4.1
OG0008426	PHT64200.1	Solyc01g106690.3.1
OG0008427	PHT64196.1	Solyc01g106720.1.1
OG0008428	PHT63962.1	Solyc01g106780.3.1
OG0008429	PHT63961.1	Solyc01g106790.3.1
OG0008430	PHT63956.1	Solyc01g106820.3.1
OG0008431	PHT63955.1	Solyc01g106830.4.1
OG0008432	PHT63954.1	Solyc01g106880.3.1
OG0008433	PHT63953.1	Solyc01g106890.2.1
OG0008434	PHT63951.1	Solyc01g106910.4.1
OG0008436	PHT63945.1	Solyc01g107010.3.1
OG0008437	PHT63944.1	Solyc01g107020.4.1
OG0008438	PHT63943.1	Solyc01g107030.3.1
OG0008439	PHT63942.1	Solyc01g107040.3.1
OG0008441	PHT63938.1	Solyc01g107140.3.1
OG0008442	PHT63937.1	Solyc01g107150.3.1
OG0008443	PHT63936.1	Solyc01g107170.2.1
OG0008444	PHT63933.1	Solyc01g107200.4.1
OG0008445	PHT63929.1	Solyc01g107240.4.1
OG0008446	PHT63928.1	Solyc01g107250.3.1
OG0008447	PHT63927.1	Solyc01g107260.4.1
OG0008449	PHT63923.1	Solyc01g107320.3.1
OG0008450	PHT63917.1	Solyc01g107330.4.1
OG0008451	PHT63910.1	Solyc01g107370.3.1
OG0008452	PHT63909.1	Solyc01g107380.3.1
OG0008453	PHT63907.1	Solyc01g107410.3.1
OG0008454	PHT63905.1	Solyc01g107430.2.1
OG0008455	PHT63904.1	Solyc01g107450.4.1
OG0008456	PHT63902.1	Solyc01g107460.2.1
OG0008457	PHT63899.1	Solyc01g107490.2.1
OG0008459	PHT63889.1	Solyc01g107550.3.1
OG0008460	PHT62613.1	Solyc01g107580.4.1
OG0008461	PHT62614.1	Solyc01g107590.3.1
OG0008462	PHT62616.1	Solyc01g107610.4.1
OG0008463	PHT62617.1	Solyc01g107620.4.1
OG0008464	PHT57629.1	Solyc01g107640.3.1
OG0008465	PHT62621.1	Solyc01g107660.3.1
OG0008466	PHT62622.1	Solyc01g107670.2.1
OG0008467	PHT62623.1	Solyc01g107700.4.1
OG0008468	PHT62626.1	Solyc01g107730.3.1
OG0008469	PHT62628.1	Solyc01g107750.3.1
OG0008470	PHT62629.1	Solyc01g107760.4.1
OG0008471	PHT62630.1	Solyc01g107790.2.1
OG0008472	PHT62631.1	Solyc01g107800.4.1
OG0008473	PHT62637.1	Solyc01g107860.3.1
OG0008474	PHT62644.1	Solyc01g107900.3.1
OG0008475	PHT63135.1	Solyc01g107990.3.1
OG0008476	PHT63131.1	Solyc01g108020.3.1
OG0008477	PHT63130.1	Solyc01g108030.4.1
OG0008478	PHT63128.1	Solyc01g108070.4.1
OG0008479	PHT63125.1	Solyc01g108090.2.1
OG0008480	PHT63122.1	Solyc01g108120.3.1
OG0008481	PHT63119.1	Solyc01g108130.4.1
OG0008482	PHT63118.1	Solyc01g108140.4.1
OG0008483	PHT63117.1	Solyc01g108150.3.1
OG0008484	PHT63116.1	Solyc01g108160.3.1
OG0008485	PHT63114.1	Solyc01g108180.4.1
OG0008486	PHT63113.1	Solyc01g108190.3.1
OG0008487	PHT63112.1	Solyc01g108200.3.1
OG0008488	PHT63104.1	Solyc01g108210.4.1
OG0008489	PHT63106.1	Solyc01g108240.3.1
OG0008490	PHT63108.1	Solyc01g108260.4.1
OG0008491	PHT63109.1	Solyc01g108270.4.1
OG0008492	PHT64370.1	Solyc01g108300.3.1
OG0008493	PHT64369.1	Solyc01g108310.4.1
OG0008495	PHT64366.1	Solyc01g108340.3.1
OG0008496	PHT64359.1	Solyc01g108390.3.1
OG0008497	PHT64358.1	Solyc01g108400.3.1
OG0008498	PHT64351.1	Solyc01g108430.3.1
OG0008499	PHT64350.1	Solyc01g108440.2.1
OG0008500	PHT63100.1	Solyc01g108600.3.1
OG0008501	PHT63101.1	Solyc01g108610.3.1
OG0008502	PHT64375.1	Solyc01g108650.3.1
OG0008503	PHT64376.1	Solyc01g108660.4.1
OG0008504	PHT64377.1	Solyc01g108670.4.1
OG0008506	PHT64407.1	Solyc01g108890.3.1
OG0008507	PHT64415.1	Solyc01g108930.3.1
OG0008508	PHT64420.1	Solyc01g109050.2.1
OG0008509	PHT64421.1	Solyc01g109060.4.1
OG0008510	PHT64423.1	Solyc01g109080.3.1
OG0008512	PHT64424.1	Solyc01g109110.3.1
OG0008513	PHT64425.1	Solyc01g109130.3.1
OG0008514	PHT64426.1	Solyc01g109140.3.1
OG0008515	PHT64429.1	Solyc01g109170.3.1
OG0008516	PHT64434.1	Solyc01g109220.4.1
OG0008517	PHT63913.1	Solyc01g109240.3.1
OG0008518	PHT64436.1	Solyc01g109260.3.1
OG0008519	PHT64438.1	Solyc01g109280.3.1
OG0008520	PHT64439.1	Solyc01g109290.3.1
OG0008521	PHT64441.1	Solyc01g109330.3.1
OG0008523	PHT64442.1	Solyc01g109350.3.1
OG0008524	PHT64443.1	Solyc01g109360.3.1
OG0008525	PHT64444.1	Solyc01g109370.3.1
OG0008526	PHT64446.1	Solyc01g109390.3.1
OG0008527	PHT64450.1	Solyc01g109430.3.1
OG0008528	PHT64454.1	Solyc01g109470.3.1
OG0008529	PHT64462.1	Solyc01g109510.3.1
OG0008530	PHT64463.1	Solyc01g109520.3.1
OG0008531	PHT64465.1	Solyc01g109550.2.1
OG0008532	PHT62104.1	Solyc01g109570.4.1
OG0008533	PHT62106.1	Solyc01g109590.3.1
OG0008534	PHT62107.1	Solyc01g109600.4.1
OG0008535	PHT62108.1	Solyc01g109610.4.1
OG0008536	PHT62111.1	Solyc01g109630.4.1
OG0008537	PHT62112.1	Solyc01g109640.3.1
OG0008538	PHT62116.1	Solyc01g109680.3.1
OG0008539	PHT62118.1	Solyc01g109690.1.1
OG0008540	PHT62120.1	Solyc01g109710.3.1
OG0008541	PHT62121.1	Solyc01g109720.3.1
OG0008542	PHT92715.1	Solyc01g109740.3.1
OG0008543	PHT92716.1	Solyc01g109750.2.1
OG0008545	PHT92720.1	Solyc01g109790.3.1
OG0008546	PHT92723.1	Solyc01g109830.3.1
OG0008547	PHT92724.1	Solyc01g109850.3.1
OG0008548	PHT61935.1	Solyc01g109890.3.1
OG0008549	PHT61936.1	Solyc01g109895.1.1
OG0008550	PHT61938.1	Solyc01g109930.4.1
OG0008551	PHT61941.1	Solyc01g109960.3.1
OG0008552	PHT61942.1	Solyc01g109970.3.1
OG0008553	PHT61943.1	Solyc01g109980.4.1
OG0008554	PHT61944.1	Solyc01g110000.3.1
OG0008555	PHT61945.1	Solyc01g110010.3.1
OG0008556	PHT61946.1	Solyc01g110020.4.1
OG0008557	PHT93508.1	Solyc01g110110.3.1
OG0008558	PHT93510.1	Solyc01g110130.3.1
OG0008559	PHT93513.1	Solyc01g110150.2.1
OG0008560	PHT93514.1	Solyc01g110180.4.1
OG0008561	PHT93517.1	Solyc01g110270.3.1
OG0008562	PHT93526.1	Solyc01g110350.2.1
OG0008563	PHT93528.1	Solyc01g110370.4.1
OG0008564	PHT93530.1	Solyc01g110390.2.1
OG0008565	PHT93531.1	Solyc01g110400.2.1
OG0008566	PHT95423.1	Solyc01g110450.3.1
OG0008567	PHT93538.1	Solyc01g110460.4.1
OG0008568	PHT93539.1	Solyc01g110470.3.1
OG0008569	PHT62372.1	Solyc01g110480.4.1
OG0008570	PHT62373.1	Solyc01g110490.4.1
OG0008571	PHT62376.1	Solyc01g110530.3.1
OG0008572	PHT62377.1	Solyc01g110540.3.1
